recording_id,event_id,class_id,split3
railroad_crossing_bell-Brylon_Terry-1551570865_uid-po2yqk,railroad_crossing_bell-Brylon_Terry-1551570865_uid-po2yqk,0,test
tolling_bell_daniel-simion_uid-kg3lrg,tolling_bell_daniel-simion_uid-kg3lrg,0,test
tolling_bell_daniel-simion_uid-witt3h,tolling_bell_daniel-simion_uid-witt3h,0,test
128302__xenonn__layered-gunshot-8_uid-lse78m,128302__xenonn__layered-gunshot-8_uid-lse78m,0,train
147901__tcawte__gunshot_uid-ffols3,147901__tcawte__gunshot_uid-ffols3,0,val
180961__kleeb__gunshots_uid-kz30bp,180961__kleeb__gunshots_uid-kz30bp,0,train
20352__cognito-perceptu__gunshot_uid-ejdc8l,20352__cognito-perceptu__gunshot_uid-ejdc8l,0,train
221640__jakesapp23__gunshot-1_uid-t3t56m,221640__jakesapp23__gunshot-1_uid-t3t56m,0,val
337242__adrilahan__distant-three-round-burst_uid-6au8kr,337242__adrilahan__distant-three-round-burst_uid-6au8kr,0,train
337242__adrilahan__distant-three-round-burst_uid-hpid0y,337242__adrilahan__distant-three-round-burst_uid-hpid0y,0,train
344524__jeremysykes__gunshot02_uid-8hfr2k,344524__jeremysykes__gunshot02_uid-8hfr2k,0,train
350264__randomx45__gunshot_uid-k88htu,350264__randomx45__gunshot_uid-k88htu,0,train
370304__morganpurkis__single-gunshot-2_uid-b0dd83,370304__morganpurkis__single-gunshot-2_uid-b0dd83,0,train
370332__morganpurkis__single-gunshot-2-v2_uid-2shhwg,370332__morganpurkis__single-gunshot-2-v2_uid-2shhwg,0,train
384689__dobroide__20170318gunshotparadiso_uid-49aegw,384689__dobroide__20170318gunshotparadiso_uid-49aegw,0,train
384689__dobroide__20170318gunshotparadiso_uid-8mby6q,384689__dobroide__20170318gunshotparadiso_uid-8mby6q,0,val
384689__dobroide__20170318gunshotparadiso_uid-8nfgas,384689__dobroide__20170318gunshotparadiso_uid-8nfgas,0,val
384689__dobroide__20170318gunshotparadiso_uid-uof88q,384689__dobroide__20170318gunshotparadiso_uid-uof88q,0,val
384689__dobroide__20170318gunshotparadiso_uid-vwkgqm,384689__dobroide__20170318gunshotparadiso_uid-vwkgqm,0,train
384689__dobroide__20170318gunshotparadiso_uid-xdxkmb,384689__dobroide__20170318gunshotparadiso_uid-xdxkmb,0,train
384689__dobroide__20170318gunshotparadiso_uid-zyxakp,384689__dobroide__20170318gunshotparadiso_uid-zyxakp,0,train
385811__morganpurkis__single-pistol-gunshot-3_uid-ndpa6x,385811__morganpurkis__single-pistol-gunshot-3_uid-ndpa6x,0,train
391847__morganpurkis__single-gunshot-54_uid-ihrkae,391847__morganpurkis__single-gunshot-54_uid-ihrkae,0,train
399266__morganpurkis__simple-gunshot-reverb-test_uid-lr1lb6,399266__morganpurkis__simple-gunshot-reverb-test_uid-lr1lb6,0,val
402012__eardeer__gunshot__high_5_uid-aaerc6,402012__eardeer__gunshot__high_5_uid-aaerc6,0,val
402013__eardeer__gunshot__high_4_uid-dzkr28,402013__eardeer__gunshot__high_4_uid-dzkr28,0,train
402014__eardeer__gunshot__high_6_uid-dd20sk,402014__eardeer__gunshot__high_6_uid-dd20sk,0,train
402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-7aijxv,402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-7aijxv,0,train
402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-7x2600,402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-7x2600,0,train
402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-9yxqa7,402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-9yxqa7,0,train
402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-af9hyb,402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-af9hyb,0,val
402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-aymttz,402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-aymttz,0,val
402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-btphrk,402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-btphrk,0,train
402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-emyyzn,402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-emyyzn,0,train
402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-ieochv,402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-ieochv,0,train
402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-n6db0o,402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-n6db0o,0,val
402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-qwmyny,402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-qwmyny,0,train
402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-ria7cw,402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-ria7cw,0,val
402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-t420qo,402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-t420qo,0,val
402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-t4sna7,402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-t4sna7,0,train
402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-virgye,402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-virgye,0,train
402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-wim8gs,402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-wim8gs,0,train
404816__straget__gunshot_uid-1lffgk,404816__straget__gunshot_uid-1lffgk,0,train
405132__fstagi__gunshots_uid-ux8qa6,405132__fstagi__gunshots_uid-ux8qa6,0,val
405132__fstagi__gunshots_uid-xyilvk,405132__fstagi__gunshots_uid-xyilvk,0,train
516684__supreme1197__gunshot_uid-wvvzr7,516684__supreme1197__gunshot_uid-wvvzr7,0,train
518181__bolkmar__fx-gunshot_uid-4ei81r,518181__bolkmar__fx-gunshot_uid-4ei81r,0,train
518181__bolkmar__fx-gunshot_uid-86m5v6,518181__bolkmar__fx-gunshot_uid-86m5v6,0,train
518181__bolkmar__fx-gunshot_uid-bhz6v7,518181__bolkmar__fx-gunshot_uid-bhz6v7,0,train
518181__bolkmar__fx-gunshot_uid-fzl4r4,518181__bolkmar__fx-gunshot_uid-fzl4r4,0,train
518181__bolkmar__fx-gunshot_uid-mndnub,518181__bolkmar__fx-gunshot_uid-mndnub,0,val
518181__bolkmar__fx-gunshot_uid-r0n83p,518181__bolkmar__fx-gunshot_uid-r0n83p,0,train
519623__nathanchurchyard__gunshots_uid-04snto,519623__nathanchurchyard__gunshots_uid-04snto,0,train
519623__nathanchurchyard__gunshots_uid-0vbgff,519623__nathanchurchyard__gunshots_uid-0vbgff,0,train
519623__nathanchurchyard__gunshots_uid-221io5,519623__nathanchurchyard__gunshots_uid-221io5,0,train
519623__nathanchurchyard__gunshots_uid-5qaogm,519623__nathanchurchyard__gunshots_uid-5qaogm,0,val
519623__nathanchurchyard__gunshots_uid-68l6r4,519623__nathanchurchyard__gunshots_uid-68l6r4,0,train
519623__nathanchurchyard__gunshots_uid-dx8n5j,519623__nathanchurchyard__gunshots_uid-dx8n5j,0,train
519623__nathanchurchyard__gunshots_uid-guol0j,519623__nathanchurchyard__gunshots_uid-guol0j,0,train
519623__nathanchurchyard__gunshots_uid-hkereq,519623__nathanchurchyard__gunshots_uid-hkereq,0,train
519623__nathanchurchyard__gunshots_uid-jyaue7,519623__nathanchurchyard__gunshots_uid-jyaue7,0,train
519623__nathanchurchyard__gunshots_uid-m3daea,519623__nathanchurchyard__gunshots_uid-m3daea,0,val
519623__nathanchurchyard__gunshots_uid-ro3jyx,519623__nathanchurchyard__gunshots_uid-ro3jyx,0,train
519623__nathanchurchyard__gunshots_uid-voqt7j,519623__nathanchurchyard__gunshots_uid-voqt7j,0,train
519623__nathanchurchyard__gunshots_uid-x2v9jo,519623__nathanchurchyard__gunshots_uid-x2v9jo,0,train
683312__pnmcarrierailfan__pistol-gunshot-mix-weapons_uid-7iyru8,683312__pnmcarrierailfan__pistol-gunshot-mix-weapons_uid-7iyru8,0,val
683312__pnmcarrierailfan__pistol-gunshot-mix-weapons_uid-lujshy,683312__pnmcarrierailfan__pistol-gunshot-mix-weapons_uid-lujshy,0,train
683312__pnmcarrierailfan__pistol-gunshot-mix-weapons_uid-ouj634,683312__pnmcarrierailfan__pistol-gunshot-mix-weapons_uid-ouj634,0,val
683312__pnmcarrierailfan__pistol-gunshot-mix-weapons_uid-qw3gyl,683312__pnmcarrierailfan__pistol-gunshot-mix-weapons_uid-qw3gyl,0,train
686351__rangerrich68__gunshot_uid-lpnv47,686351__rangerrich68__gunshot_uid-lpnv47,0,train
Amusement_Park Ambiance -SoundBible_uid-1rnz3c,Amusement_Park Ambiance -SoundBible_uid-1rnz3c,0,train
Amusement_Park Ambiance -SoundBible_uid-xga4ah,Amusement_Park Ambiance -SoundBible_uid-xga4ah,0,train
Baby_Girl_Speaking-SoundBible_uid-lfp0pl,Baby_Girl_Speaking-SoundBible_uid-lfp0pl,0,train
Baby_Talk-SoundBible_uid-5isz0s,Baby_Talk-SoundBible_uid-5isz0s,0,train
Baby_Talk-SoundBible_uid-tlhzgq,Baby_Talk-SoundBible_uid-tlhzgq,0,val
Baby_Talk_2-SoundBible_uid-igfidk,Baby_Talk_2-SoundBible_uid-igfidk,0,train
Baby_Talk_2-SoundBible_uid-th40ni,Baby_Talk_2-SoundBible_uid-th40ni,0,train
Baby_Talk_30 Sec-SoundBible_uid-8snvch,Baby_Talk_30 Sec-SoundBible_uid-8snvch,0,train
Baby_Talk_30 Sec-SoundBible_uid-cszg60,Baby_Talk_30 Sec-SoundBible_uid-cszg60,0,train
Baby_Talk_30 Sec-SoundBible_uid-nt49fb,Baby_Talk_30 Sec-SoundBible_uid-nt49fb,0,train
Background_Noise-SoundBible_uid-9tt4fj,Background_Noise-SoundBible_uid-9tt4fj,0,train
Background_Noise-SoundBible_uid-c2rszc,Background_Noise-SoundBible_uid-c2rszc,0,train
Background_Noise-SoundBible_uid-grm3tj,Background_Noise-SoundBible_uid-grm3tj,0,train
Bi_Polar_Uncle-ScanMan-1810098860_uid-4x1yuf,Bi_Polar_Uncle-ScanMan-1810098860_uid-4x1yuf,0,val
Bi_Polar_Uncle-ScanMan-1810098860_uid-7qv96e,Bi_Polar_Uncle-ScanMan-1810098860_uid-7qv96e,0,train
Bi_Polar_Uncle-ScanMan-1810098860_uid-acr1ir,Bi_Polar_Uncle-ScanMan-1810098860_uid-acr1ir,0,train
Bi_Polar_Uncle-ScanMan-1810098860_uid-app2oh,Bi_Polar_Uncle-ScanMan-1810098860_uid-app2oh,0,train
Bi_Polar_Uncle-ScanMan-1810098860_uid-iqacxf,Bi_Polar_Uncle-ScanMan-1810098860_uid-iqacxf,0,train
Bi_Polar_Uncle-ScanMan-1810098860_uid-mj8x2a,Bi_Polar_Uncle-ScanMan-1810098860_uid-mj8x2a,0,train
Bi_Polar_Uncle-ScanMan-1810098860_uid-o3irva,Bi_Polar_Uncle-ScanMan-1810098860_uid-o3irva,0,train
Bi_Polar_Uncle-ScanMan-1810098860_uid-opz6ls,Bi_Polar_Uncle-ScanMan-1810098860_uid-opz6ls,0,val
Bi_Polar_Uncle-ScanMan-1810098860_uid-tl65kg,Bi_Polar_Uncle-ScanMan-1810098860_uid-tl65kg,0,train
Bi_Polar_Uncle-ScanMan-1810098860_uid-zc1ipd,Bi_Polar_Uncle-ScanMan-1810098860_uid-zc1ipd,0,train
Big_door_closed-Clemens_F-941522533 (1)_uid-dn5qo5,Big_door_closed-Clemens_F-941522533 (1)_uid-dn5qo5,0,train
Car Engine Revving-SoundBible_uid-2l6ct5,Car Engine Revving-SoundBible_uid-2l6ct5,0,val
Car Engine Revving-SoundBible_uid-4uzfw6,Car Engine Revving-SoundBible_uid-4uzfw6,0,train
Car Engine Revving-SoundBible_uid-fyajld,Car Engine Revving-SoundBible_uid-fyajld,0,train
Car Engine Revving-SoundBible_uid-galjzz,Car Engine Revving-SoundBible_uid-galjzz,0,train
Car Engine Revving-SoundBible_uid-nbreqs,Car Engine Revving-SoundBible_uid-nbreqs,0,val
Car Engine Revving-SoundBible_uid-pep718,Car Engine Revving-SoundBible_uid-pep718,0,train
Car_Door_Close-SoundBible_uid-6bk4y1,Car_Door_Close-SoundBible_uid-6bk4y1,0,train
Car_Door_Close-SoundBible_uid-9h2t6o,Car_Door_Close-SoundBible_uid-9h2t6o,0,val
Cellar_Door Slam Shut-SoundBible_uid-6z7omr,Cellar_Door Slam Shut-SoundBible_uid-6z7omr,0,val
Child_Scream-SoundBible_uid-bc3l50,Child_Scream-SoundBible_uid-bc3l50,0,train
Citty_Traffic Ambiance-SoundBible_uid-oqpbd8,Citty_Traffic Ambiance-SoundBible_uid-oqpbd8,0,train
City_Ambiance-SoundBible_uid-4yigy2,City_Ambiance-SoundBible_uid-4yigy2,0,val
City_Ambiance-SoundBible_uid-5xpbpm,City_Ambiance-SoundBible_uid-5xpbpm,0,train
City_Ambiance-SoundBible_uid-68vh9e,City_Ambiance-SoundBible_uid-68vh9e,0,train
City_Ambiance-SoundBible_uid-7sgond,City_Ambiance-SoundBible_uid-7sgond,0,val
City_Ambiance-SoundBible_uid-7xt5uu,City_Ambiance-SoundBible_uid-7xt5uu,0,val
City_Ambiance-SoundBible_uid-ay65s0,City_Ambiance-SoundBible_uid-ay65s0,0,train
City_Ambiance-SoundBible_uid-dla4u8,City_Ambiance-SoundBible_uid-dla4u8,0,train
City_Ambiance-SoundBible_uid-i7015o,City_Ambiance-SoundBible_uid-i7015o,0,train
City_Ambiance-SoundBible_uid-i9g0oq,City_Ambiance-SoundBible_uid-i9g0oq,0,train
City_Ambiance-SoundBible_uid-rl1vl3,City_Ambiance-SoundBible_uid-rl1vl3,0,train
City_Ambiance-SoundBible_uid-s5wbfi,City_Ambiance-SoundBible_uid-s5wbfi,0,train
City_Ambiance-SoundBible_uid-tjysm2,City_Ambiance-SoundBible_uid-tjysm2,0,train
Classroom_Ambiance-SoundBible_uid-15mvqy,Classroom_Ambiance-SoundBible_uid-15mvqy,0,train
Classroom_Ambiance-SoundBible_uid-1yjnrb,Classroom_Ambiance-SoundBible_uid-1yjnrb,0,train
Classroom_Ambiance-SoundBible_uid-24lp47,Classroom_Ambiance-SoundBible_uid-24lp47,0,train
Classroom_Ambiance-SoundBible_uid-3ajatf,Classroom_Ambiance-SoundBible_uid-3ajatf,0,train
Classroom_Ambiance-SoundBible_uid-612bhd,Classroom_Ambiance-SoundBible_uid-612bhd,0,train
Classroom_Ambiance-SoundBible_uid-6auadw,Classroom_Ambiance-SoundBible_uid-6auadw,0,train
Classroom_Ambiance-SoundBible_uid-d5qym1,Classroom_Ambiance-SoundBible_uid-d5qym1,0,train
Classroom_Ambiance-SoundBible_uid-d854bp,Classroom_Ambiance-SoundBible_uid-d854bp,0,val
Classroom_Ambiance-SoundBible_uid-ebc6mm,Classroom_Ambiance-SoundBible_uid-ebc6mm,0,train
Classroom_Ambiance-SoundBible_uid-fvc0b8,Classroom_Ambiance-SoundBible_uid-fvc0b8,0,train
Classroom_Ambiance-SoundBible_uid-gdn6cv,Classroom_Ambiance-SoundBible_uid-gdn6cv,0,train
Classroom_Ambiance-SoundBible_uid-iq3l57,Classroom_Ambiance-SoundBible_uid-iq3l57,0,train
Classroom_Ambiance-SoundBible_uid-jqyb9y,Classroom_Ambiance-SoundBible_uid-jqyb9y,0,train
Classroom_Ambiance-SoundBible_uid-jysh5m,Classroom_Ambiance-SoundBible_uid-jysh5m,0,train
Classroom_Ambiance-SoundBible_uid-ore0tv,Classroom_Ambiance-SoundBible_uid-ore0tv,0,val
Classroom_Ambiance-SoundBible_uid-p82vfx,Classroom_Ambiance-SoundBible_uid-p82vfx,0,train
Classroom_Ambiance-SoundBible_uid-pzelvg,Classroom_Ambiance-SoundBible_uid-pzelvg,0,val
Classroom_Ambiance-SoundBible_uid-su8rm4,Classroom_Ambiance-SoundBible_uid-su8rm4,0,train
Classroom_Ambiance-SoundBible_uid-vqytfv,Classroom_Ambiance-SoundBible_uid-vqytfv,0,train
Classroom_Ambiance-SoundBible_uid-xv302f,Classroom_Ambiance-SoundBible_uid-xv302f,0,train
Classroom_Ambiance-SoundBible_uid-y6icwf,Classroom_Ambiance-SoundBible_uid-y6icwf,0,val
Classroom_Ambiance-SoundBible_uid-ykywwj,Classroom_Ambiance-SoundBible_uid-ykywwj,0,train
Close_Door-SoundBible_uid-9hk9y4,Close_Door-SoundBible_uid-9hk9y4,0,train
Close_Door-SoundBible_uid-ial4ob,Close_Door-SoundBible_uid-ial4ob,0,train
Close_Door-SoundBible_uid-lz6pl2,Close_Door-SoundBible_uid-lz6pl2,0,val
Close_Door-SoundBible_uid-xdkfqe,Close_Door-SoundBible_uid-xdkfqe,0,train
Close_Vault_Or_Jail_Door-SoundBible_uid-1b3a8u,Close_Vault_Or_Jail_Door-SoundBible_uid-1b3a8u,0,train
Close_Vault_Or_Jail_Door-SoundBible_uid-bnzxyv,Close_Vault_Or_Jail_Door-SoundBible_uid-bnzxyv,0,train
Close_Vault_Or_Jail_Door-SoundBible_uid-ioohwy,Close_Vault_Or_Jail_Door-SoundBible_uid-ioohwy,0,val
Dog_Barking-SoundBible_uid-77rxso,Dog_Barking-SoundBible_uid-77rxso,0,train
Dogs_Barking-SoundBible_uid-06db9u,Dogs_Barking-SoundBible_uid-06db9u,0,train
Dogs_Barking-SoundBible_uid-0zgu9a,Dogs_Barking-SoundBible_uid-0zgu9a,0,train
Dogs_Barking-SoundBible_uid-2ug0pz,Dogs_Barking-SoundBible_uid-2ug0pz,0,train
Dogs_Barking-SoundBible_uid-360xo6,Dogs_Barking-SoundBible_uid-360xo6,0,train
Dogs_Barking-SoundBible_uid-3elcfr,Dogs_Barking-SoundBible_uid-3elcfr,0,train
Dogs_Barking-SoundBible_uid-6cuhxo,Dogs_Barking-SoundBible_uid-6cuhxo,0,train
Dogs_Barking-SoundBible_uid-79zhgq,Dogs_Barking-SoundBible_uid-79zhgq,0,train
Dogs_Barking-SoundBible_uid-7p80fn,Dogs_Barking-SoundBible_uid-7p80fn,0,train
Dogs_Barking-SoundBible_uid-80y6uy,Dogs_Barking-SoundBible_uid-80y6uy,0,train
Dogs_Barking-SoundBible_uid-89py07,Dogs_Barking-SoundBible_uid-89py07,0,train
Dogs_Barking-SoundBible_uid-9ow2fw,Dogs_Barking-SoundBible_uid-9ow2fw,0,train
Dogs_Barking-SoundBible_uid-dyx0yh,Dogs_Barking-SoundBible_uid-dyx0yh,0,train
Dogs_Barking-SoundBible_uid-ibcp6w,Dogs_Barking-SoundBible_uid-ibcp6w,0,val
Dogs_Barking-SoundBible_uid-juqhjz,Dogs_Barking-SoundBible_uid-juqhjz,0,train
Dogs_Barking-SoundBible_uid-jwx6oc,Dogs_Barking-SoundBible_uid-jwx6oc,0,train
Dogs_Barking-SoundBible_uid-jwxi8x,Dogs_Barking-SoundBible_uid-jwxi8x,0,train
Dogs_Barking-SoundBible_uid-n7k6p9,Dogs_Barking-SoundBible_uid-n7k6p9,0,val
Dogs_Barking-SoundBible_uid-nzoaru,Dogs_Barking-SoundBible_uid-nzoaru,0,val
Dogs_Barking-SoundBible_uid-o3hpsc,Dogs_Barking-SoundBible_uid-o3hpsc,0,train
Dogs_Barking-SoundBible_uid-og7e1q,Dogs_Barking-SoundBible_uid-og7e1q,0,train
Dogs_Barking-SoundBible_uid-pl29dj,Dogs_Barking-SoundBible_uid-pl29dj,0,train
Dogs_Barking-SoundBible_uid-prqla1,Dogs_Barking-SoundBible_uid-prqla1,0,train
Dogs_Barking-SoundBible_uid-sats5w,Dogs_Barking-SoundBible_uid-sats5w,0,val
Dogs_Barking-SoundBible_uid-sfd0pk,Dogs_Barking-SoundBible_uid-sfd0pk,0,train
Dogs_Barking-SoundBible_uid-spcx7j,Dogs_Barking-SoundBible_uid-spcx7j,0,train
Dogs_Barking-SoundBible_uid-tctr15,Dogs_Barking-SoundBible_uid-tctr15,0,train
Dogs_Barking-SoundBible_uid-vzwpy8,Dogs_Barking-SoundBible_uid-vzwpy8,0,val
Dogs_Barking-SoundBible_uid-xh8zjx,Dogs_Barking-SoundBible_uid-xh8zjx,0,train
Dogs_Barking-SoundBible_uid-zowyrl,Dogs_Barking-SoundBible_uid-zowyrl,0,train
Dogs_Barking-SoundBible_uid-zqh7hs,Dogs_Barking-SoundBible_uid-zqh7hs,0,train
Door_Close-SoundBible_uid-bsfxd7,Door_Close-SoundBible_uid-bsfxd7,0,train
Doorbell-SoundBible_uid-82zlon,Doorbell-SoundBible_uid-82zlon,0,train
Doorbell-SoundBible_uid-es14aj,Doorbell-SoundBible_uid-es14aj,0,train
Doorbell-SoundBible_uid-hu3smh,Doorbell-SoundBible_uid-hu3smh,0,train
End_of_Game-Mike_Koenig-617089079_uid-1gc3kq,End_of_Game-Mike_Koenig-617089079_uid-1gc3kq,0,train
End_of_Game-Mike_Koenig-617089079_uid-21e27w,End_of_Game-Mike_Koenig-617089079_uid-21e27w,0,train
End_of_Game-Mike_Koenig-617089079_uid-fksa7e,End_of_Game-Mike_Koenig-617089079_uid-fksa7e,0,train
End_of_Game-Mike_Koenig-617089079_uid-fll93l,End_of_Game-Mike_Koenig-617089079_uid-fll93l,0,train
End_of_Game-Mike_Koenig-617089079_uid-foqzbk,End_of_Game-Mike_Koenig-617089079_uid-foqzbk,0,train
End_of_Game-Mike_Koenig-617089079_uid-tow618,End_of_Game-Mike_Koenig-617089079_uid-tow618,0,train
End_of_Game-Mike_Koenig-617089079_uid-ub93e1,End_of_Game-Mike_Koenig-617089079_uid-ub93e1,0,train
End_of_Game-Mike_Koenig-617089079_uid-v2wwmb,End_of_Game-Mike_Koenig-617089079_uid-v2wwmb,0,train
End_of_Game-Mike_Koenig-617089079_uid-w07rds,End_of_Game-Mike_Koenig-617089079_uid-w07rds,0,train
End_of_Game-Mike_Koenig-617089079_uid-ymc7zy,End_of_Game-Mike_Koenig-617089079_uid-ymc7zy,0,val
Engine_Inside_Car-SoundBible_uid-5dbezn,Engine_Inside_Car-SoundBible_uid-5dbezn,0,train
Engine_Inside_Car-SoundBible_uid-7ugvm0,Engine_Inside_Car-SoundBible_uid-7ugvm0,0,val
Engine_Inside_Car-SoundBible_uid-c82nes,Engine_Inside_Car-SoundBible_uid-c82nes,0,train
Engine_Inside_Car-SoundBible_uid-k3dkr3,Engine_Inside_Car-SoundBible_uid-k3dkr3,0,val
Engine_Inside_Car-SoundBible_uid-kphaeb,Engine_Inside_Car-SoundBible_uid-kphaeb,0,train
Engine_Inside_Car-SoundBible_uid-nxs82p,Engine_Inside_Car-SoundBible_uid-nxs82p,0,train
Engine_Inside_Car-SoundBible_uid-omd0h5,Engine_Inside_Car-SoundBible_uid-omd0h5,0,train
Engine_Inside_Car-SoundBible_uid-pzuxz5,Engine_Inside_Car-SoundBible_uid-pzuxz5,0,train
Fast_Heel_Walk-Kyanna_Johnson-1646343608_uid-0htqu7,Fast_Heel_Walk-Kyanna_Johnson-1646343608_uid-0htqu7,0,train
Fast_Heel_Walk-Kyanna_Johnson-1646343608_uid-9q2nn5,Fast_Heel_Walk-Kyanna_Johnson-1646343608_uid-9q2nn5,0,train
Fast_Heel_Walk-Kyanna_Johnson-1646343608_uid-kfy902,Fast_Heel_Walk-Kyanna_Johnson-1646343608_uid-kfy902,0,train
Female_Scream-SoundBible_uid-o7148x,Female_Scream-SoundBible_uid-o7148x,0,train
Female_Scream-SoundBible_uid-snslsg,Female_Scream-SoundBible_uid-snslsg,0,val
Fire_Truck_Siren-SoundBible_uid-c00lnm,Fire_Truck_Siren-SoundBible_uid-c00lnm,0,val
Footsteps_SoundBible_uid-7fgddj,Footsteps_SoundBible_uid-7fgddj,0,train
Footsteps_SoundBible_uid-hvf0z6,Footsteps_SoundBible_uid-hvf0z6,0,train
Footsteps_SoundBible_uid-jzp69l,Footsteps_SoundBible_uid-jzp69l,0,train
Footsteps_SoundBible_uid-ouanxu,Footsteps_SoundBible_uid-ouanxu,0,val
Footsteps_SoundBible_uid-qgm67h,Footsteps_SoundBible_uid-qgm67h,0,val
Footsteps_SoundBible_uid-t85wos,Footsteps_SoundBible_uid-t85wos,0,train
Footsteps_SoundBible_uid-xbzr9w,Footsteps_SoundBible_uid-xbzr9w,0,train
Footsteps_SoundBible_uid-xjk06n,Footsteps_SoundBible_uid-xjk06n,0,train
Frying_Pan_Impact-SoundBible_uid-4tjysk,Frying_Pan_Impact-SoundBible_uid-4tjysk,0,train
Frying_Pan_Impact-SoundBible_uid-gy4uv0,Frying_Pan_Impact-SoundBible_uid-gy4uv0,0,train
Full_Throttle-SoundBible_uid-13goe3,Full_Throttle-SoundBible_uid-13goe3,0,train
Full_Throttle-SoundBible_uid-dywhw9,Full_Throttle-SoundBible_uid-dywhw9,0,train
Hockey_Game Ambiance-SoundBible_uid-mxy25p,Hockey_Game Ambiance-SoundBible_uid-mxy25p,0,val
Hockey_Game Ambiance-SoundBible_uid-n2vcjy,Hockey_Game Ambiance-SoundBible_uid-n2vcjy,0,train
Hockey_Game Ambiance-SoundBible_uid-oqjbda,Hockey_Game Ambiance-SoundBible_uid-oqjbda,0,val
Hockey_Game Ambiance-SoundBible_uid-xi7z7i,Hockey_Game Ambiance-SoundBible_uid-xi7z7i,0,val
Hockey_Game Ambiance-SoundBible_uid-xlgm26,Hockey_Game Ambiance-SoundBible_uid-xlgm26,0,train
Howard_Dean Screaming-SoundBible_uid-houbpy,Howard_Dean Screaming-SoundBible_uid-houbpy,0,train
Howard_Dean Screaming-SoundBible_uid-kng9vm,Howard_Dean Screaming-SoundBible_uid-kng9vm,0,train
Indian_Bell-SoundBible_uid-05cpjg,Indian_Bell-SoundBible_uid-05cpjg,0,train
Indian_Bell-SoundBible_uid-j1iwfo,Indian_Bell-SoundBible_uid-j1iwfo,0,train
Indian_Bell-SoundBible_uid-qiywb4,Indian_Bell-SoundBible_uid-qiywb4,0,train
Japanese_Temple Bell Small-SoundBible_uid-lh5wut,Japanese_Temple Bell Small-SoundBible_uid-lh5wut,0,train
Japanese_Temple Bell Small-SoundBible_uid-yzjgir,Japanese_Temple Bell Small-SoundBible_uid-yzjgir,0,train
Large_Door_Slam-SoundBible_uid-13jhqa,Large_Door_Slam-SoundBible_uid-13jhqa,0,train
Large_Door_Slam-SoundBible_uid-1psoyj,Large_Door_Slam-SoundBible_uid-1psoyj,0,train
Large_Door_Slam-SoundBible_uid-4zllfp,Large_Door_Slam-SoundBible_uid-4zllfp,0,train
Large_Door_Slam-SoundBible_uid-am54hr,Large_Door_Slam-SoundBible_uid-am54hr,0,train
Large_Door_Slam-SoundBible_uid-jt0rph,Large_Door_Slam-SoundBible_uid-jt0rph,0,val
Large_Door_Slam-SoundBible_uid-kv2u9m,Large_Door_Slam-SoundBible_uid-kv2u9m,0,train
Large_Door_Slam-SoundBible_uid-u1l5bj,Large_Door_Slam-SoundBible_uid-u1l5bj,0,train
Large_Door_Slam-SoundBible_uid-vtytt2,Large_Door_Slam-SoundBible_uid-vtytt2,0,train
