recording_id,split
Tornado_Siren_II-Delilah-747233690_uid-3pzksl,train
Tornado_Siren_II-Delilah-747233690_uid-9imkus,train
Tornado_Siren_II-Delilah-747233690_uid-yu5cjs,train
Tornado_Siren_SoundBible_uid-6dnh9z,train
Tornado_Siren_SoundBible_uid-a80mf0,train
Tornado_Siren_SoundBible_uid-bf9wu7,train
Tornado_Siren_SoundBible_uid-m79scl,train
Tornado_Siren_SoundBible_uid-skz6k0,train
Two_Tone_Doorbell-SoundBible_uid-fcvwc3,train
Two_Tone_Doorbell-SoundBible_uid-j06pgn,train
Two_Tone_Doorbell-SoundBible_uid-qb31if,train
Walking-SoundBible_uid-5x1rlw,train
Walking-SoundBible_uid-62j3do,train
Walking-SoundBible_uid-jzho8s,train
Walking-SoundBible_uid-s5fn6f,train
Walking-SoundBible_uid-t2jbe2,train
Walking-SoundBible_uid-vk5lgr,train
Walking_Away-SoundBible_uid-4k4a4k,train
Walking_Away-SoundBible_uid-xmyrab,train
Walking_In_Snow-SoundBible_uid-2l1rzt,train
Walking_In_Snow-SoundBible_uid-41xzm1,train
Walking_In_Snow-SoundBible_uid-heh8am,train
Walking_In_Snow-SoundBible_uid-hoifci,train
Walking_In_Snow-SoundBible_uid-qt9lwg,train
Walking_On_Gravel-SoundBible_uid-7ajmna,train
Walking_On_Gravel-SoundBible_uid-7duozg,train
Walking_On_Gravel-SoundBible_uid-eqtihd,train
Walking_On_Gravel-SoundBible_uid-fi611q,train
Walking_On_Gravel-SoundBible_uid-jhzvu7,train
Walking_On_Gravel-SoundBible_uid-m6gl7j,train
Walking_On_Gravel-SoundBible_uid-mjwkl5,train
Walking_On_Gravel-SoundBible_uid-n3401t,train
Walking_On_Gravel-SoundBible_uid-n611en,train
Walking_On_Gravel-SoundBible_uid-nig1hm,train
Walking_On_Gravel-SoundBible_uid-w2j0aq,train
Walking_On_Gravel_Bed-SoundBible_uid-5ihbve,train
Walking_On_Gravel_Bed-SoundBible_uid-bf5jts,train
Walking_On_Gravel_Bed-SoundBible_uid-kbu30i,train
Walking_On_Gravel_Bed-SoundBible_uid-rtx99m,train
Warning_Siren-SoundBible_uid-2u4g3n,train
Warning_Siren-SoundBible_uid-6grhp2,train
Warning_Siren-SoundBible_uid-dftrca,train
Warning_Siren-SoundBible_uid-fozzqu,train
Warning_Siren-SoundBible_uid-hoaz92,train
Winston_Churchill Nazi Speech-SoundBible_uid-0cmuel,train
Winston_Churchill Nazi Speech-SoundBible_uid-2unyd8,train
Winston_Churchill Nazi Speech-SoundBible_uid-5pcc4v,train
Winston_Churchill Nazi Speech-SoundBible_uid-761zdn,train
Winston_Churchill Nazi Speech-SoundBible_uid-al7l64,train
Winston_Churchill Nazi Speech-SoundBible_uid-bxnadm,train
Winston_Churchill Nazi Speech-SoundBible_uid-dmwah1,train
Winston_Churchill Nazi Speech-SoundBible_uid-eqo07l,train
Winston_Churchill Nazi Speech-SoundBible_uid-g4x51s,train
Winston_Churchill Nazi Speech-SoundBible_uid-iy3w2f,train
Winston_Churchill Nazi Speech-SoundBible_uid-jp39dv,train
Winston_Churchill Nazi Speech-SoundBible_uid-kltsbd,train
Winston_Churchill Nazi Speech-SoundBible_uid-lbzijr,train
Winston_Churchill Nazi Speech-SoundBible_uid-pad9ga,train
Winston_Churchill Nazi Speech-SoundBible_uid-rtjtl9,train
Winston_Churchill Nazi Speech-SoundBible_uid-tt9xln,train
Winston_Churchill Nazi Speech-SoundBible_uid-uo32ie,train
Winston_Churchill Nazi Speech-SoundBible_uid-y5y8mt,train
Woman_Screaming 2-SoundBible_uid-c9acqz,train
Woman_Screaming 2-SoundBible_uid-fn45oh,train
ambience_casino-stephan_schutze-1391090820_uid-2huic7,train
ambience_casino-stephan_schutze-1391090820_uid-4y7nb9,train
ambience_casino-stephan_schutze-1391090820_uid-aikc3w,train
ambience_casino-stephan_schutze-1391090820_uid-rn7474,train
ambience_casino-stephan_schutze-1391090820_uid-x606pf,train
ambience_casino-stephan_schutze-1391090820_uid-x9mttt,train
ambience_casino-stephan_schutze-1391090820_uid-yc1rl4,train
church_chime-daniel_simon (1)_uid-09rb5t,train
church_chime-daniel_simon (1)_uid-9r03mn,train
church_chime-daniel_simon (1)_uid-mzomav,train
church_chime-daniel_simon (1)_uid-scdnqq,train
church_chime-daniel_simon (1)_uid-us7n97,train
church_chime-daniel_simon (1)_uid-vj35r6,train
church_chime-daniel_simon (1)_uid-y1lc3a,train
church_chime-daniel_simon (1)_uid-zsrdac,train
church_chime-daniel_simon_uid-bbyw01,train
church_chime-daniel_simon_uid-dp5ksw,train
church_chime-daniel_simon_uid-j64p72,train
church_chime-daniel_simon_uid-sxzijw,train
church_chime-daniel_simon_uid-wpdtaf,train
doberman_pincher_daniel-simion (1)_uid-9cj8a1,train
doberman_pincher_daniel-simion (1)_uid-ugwrn3,train
doberman_pincher_daniel-simion_uid-348sts,train
doberman_pincher_daniel-simion_uid-4gutjw,train
doberman_pincher_daniel-simion_uid-ct6peh,train
doberman_pincher_daniel-simion_uid-db2xc6,train
doberman_pincher_daniel-simion_uid-m6nbjk,train
doberman_pincher_daniel-simion_uid-rd25w7,train
doberman_pincher_daniel-simion_uid-wbtgcd,train
front_desk_bells-daniel_simon (1)_uid-w4bybb,train
front_desk_bells-daniel_simon_uid-j1ij5v,train
front_desk_bells-daniel_simon_uid-wr4ti3,train
german_shephard-daniel_simon (1)_uid-3k0gm6,train
german_shephard-daniel_simon (1)_uid-6ujt5j,train
german_shephard-daniel_simon (1)_uid-9z02eo,train
german_shephard-daniel_simon (1)_uid-cohtrk,train
german_shephard-daniel_simon (1)_uid-erwt6n,train
german_shephard-daniel_simon (1)_uid-glt0t9,train
german_shephard-daniel_simon (1)_uid-j5hf6d,train
german_shephard-daniel_simon (1)_uid-l7q44i,train
german_shephard-daniel_simon (1)_uid-rakjbq,train
german_shephard-daniel_simon (1)_uid-slfadc,train
german_shephard-daniel_simon (1)_uid-x57o4h,train
german_shephard-daniel_simon_uid-2radr4,train
german_shephard-daniel_simon_uid-35by3o,train
german_shephard-daniel_simon_uid-9entpt,train
german_shephard-daniel_simon_uid-dh4s20,train
german_shephard-daniel_simon_uid-f5b9hf,train
german_shephard-daniel_simon_uid-l1qc1k,train
german_shephard-daniel_simon_uid-m5ql7t,train
german_shephard-daniel_simon_uid-pvf0s7,train
german_shephard-daniel_simon_uid-ug65v7,train
german_shephard-daniel_simon_uid-v3o4ha,train
hard_shoes_1-daniel_simon_uid-10x4hj,train
hard_shoes_1-daniel_simon_uid-63zrp9,train
hard_shoes_1-daniel_simon_uid-fnvbmk,train
hard_shoes_1-daniel_simon_uid-lqfqp3,train
hard_shoes_1-daniel_simon_uid-v2ufy8,train
harley_davidson-daniel_simon_uid-5tbvav,train
harley_davidson-daniel_simon_uid-rrapxf,train
harley_davidson-daniel_simon_uid-u50bl2,train
harley_davidson-daniel_simon_uid-z10dl0,train
labrador_barking-daniel_simon_uid-22rq8x,train
labrador_barking-daniel_simon_uid-3pf568,train
labrador_barking-daniel_simon_uid-5ubsj5,train
labrador_barking-daniel_simon_uid-cpx5m6,train
labrador_barking-daniel_simon_uid-cvf4k1,train
labrador_barking-daniel_simon_uid-ejrzab,train
labrador_barking-daniel_simon_uid-g9g79x,train
labrador_barking-daniel_simon_uid-go8h0o,train
labrador_barking-daniel_simon_uid-j0e09a,train
labrador_barking-daniel_simon_uid-lejrc1,train
labrador_barking-daniel_simon_uid-mdlh3t,train
labrador_barking-daniel_simon_uid-mrurpr,train
labrador_barking-daniel_simon_uid-p1nd4y,train
labrador_barking-daniel_simon_uid-px7218,train
labrador_barking-daniel_simon_uid-tvn2nw,train
muscle_car-daniel_simon (1)_uid-2xug3x,train
muscle_car-daniel_simon (1)_uid-5hcw2i,train
muscle_car-daniel_simon (1)_uid-hvisfn,train
muscle_car-daniel_simon (1)_uid-jfy71h,train
muscle_car-daniel_simon (1)_uid-onh7ao,train
muscle_car-daniel_simon_uid-cplmio,train
muscle_car-daniel_simon_uid-jpcsdl,train
old_car-engine_daniel_simion_uid-234dke,train
old_car-engine_daniel_simion_uid-2lzarp,train
old_car-engine_daniel_simion_uid-2yxmfv,train
old_car-engine_daniel_simion_uid-5xyl64,train
old_car-engine_daniel_simion_uid-68gbna,train
old_car-engine_daniel_simion_uid-8mfyeb,train
old_car-engine_daniel_simion_uid-9xmt28,train
old_car-engine_daniel_simion_uid-ep1lus,train
old_car-engine_daniel_simion_uid-k3nphi,train
old_car-engine_daniel_simion_uid-mraruj,train
old_car-engine_daniel_simion_uid-rgmb57,train
old_fashioned-door-bell-daniel_simon_uid-1bqwmt,train
old_fashioned-door-bell-daniel_simon_uid-3zwbmp,train
old_fashioned-door-bell-daniel_simon_uid-78ipsp,train
old_fashioned-door-bell-daniel_simon_uid-8q7aiq,train
old_fashioned-door-bell-daniel_simon_uid-fj2u4d,train
old_fashioned-door-bell-daniel_simon_uid-h7we48,train
party_crowd-daniel_simon_uid-84vohn,train
party_crowd-daniel_simon_uid-8a80c1,train
party_crowd-daniel_simon_uid-8pwj7x,train
party_crowd-daniel_simon_uid-gld5ul,train
party_crowd-daniel_simon_uid-octm7p,train
party_crowd-daniel_simon_uid-vroqkp,train
party_crowd-daniel_simon_uid-whd4fj,train
party_crowd-daniel_simon_uid-zjmqhj,train
railroad_crossing_bell-Brylon_Terry-1551570865 (1)_uid-55is8o,train
railroad_crossing_bell-Brylon_Terry-1551570865 (1)_uid-6mnkqh,train
railroad_crossing_bell-Brylon_Terry-1551570865 (1)_uid-8u71xp,train
railroad_crossing_bell-Brylon_Terry-1551570865 (1)_uid-9vd0kq,train
railroad_crossing_bell-Brylon_Terry-1551570865 (1)_uid-gvtn9w,train
railroad_crossing_bell-Brylon_Terry-1551570865 (1)_uid-vxl8al,train
railroad_crossing_bell-Brylon_Terry-1551570865 (1)_uid-waev1t,train
railroad_crossing_bell-Brylon_Terry-1551570865 (1)_uid-ylhj37,train
railroad_crossing_bell-Brylon_Terry-1551570865 (1)_uid-zyz59r,train
railroad_crossing_bell-Brylon_Terry-1551570865_uid-ejhzbl,train
railroad_crossing_bell-Brylon_Terry-1551570865_uid-fh94qe,train
railroad_crossing_bell-Brylon_Terry-1551570865_uid-fk1zwm,train
railroad_crossing_bell-Brylon_Terry-1551570865_uid-nbm67d,train
railroad_crossing_bell-Brylon_Terry-1551570865_uid-po2yqk,train
railroad_crossing_bell-Brylon_Terry-1551570865_uid-qprwom,train
railroad_crossing_bell-Brylon_Terry-1551570865_uid-zbky8w,train
service_bell_daniel_simion_uid-ehss0n,train
service_bell_daniel_simion_uid-h9isqd,train
tolling_bell_daniel-simion_uid-cyg1sz,train
tolling_bell_daniel-simion_uid-cz4xcj,train
tolling_bell_daniel-simion_uid-kg3lrg,train
241008_1_uid-7r8oyd,train
241008_1_uid-p6k7wr,train
241008_1_uid-ra5198,train
241008_1_uid-zovpsu,train
241008_2_uid-331dfo,train
241008_2_uid-dledq0,train
241008_2_uid-ejh1ap,train
241008_2_uid-f6h7px,train
241008_2_uid-kaqlxl,train
241008_2_uid-o7vvp1,train
241008_2_uid-wghgor,train
241008_2_uid-wjf89e,train
241008_3_uid-afyn4k,train
241008_3_uid-m9dvbh,train
241008_3_uid-zc02dx,train
241008_3_uid-zqkvz9,train
241008_4_uid-iduyop,train
241008_4_uid-kbqt2u,train
241008_5_uid-6m7hx7,train
241008_5_uid-7gy4zv,train
241008_5_uid-7x5eu8,train
241008_5_uid-9l12wc,train
241008_5_uid-ckpza0,train
241008_5_uid-des5jl,train
241008_5_uid-df8qgo,train
241008_5_uid-fruyxo,train
241008_5_uid-fw3wx7,train
241008_5_uid-fz4oft,train
241008_5_uid-ji4us0,train
241008_5_uid-kx4ygx,train
241008_5_uid-s8t01x,train
241008_6_uid-dg4gmo,train
241008_6_uid-k8dozh,train
241009_4_uid-8746g7,train
241009_4_uid-gkeca3,train
241009_4_uid-lzigii,train
241009_4_uid-mzy7d3,train
241009_4_uid-rla4g1,train
241009_4_uid-xd8zoi,train
241009_5_uid-37ncoi,train
241009_5_uid-av44qa,train
241009_5_uid-laqm0d,train
241009_5_uid-r0hvdd,train
241009_5_uid-s48zke,train
output1_uid-q4b1fl,train
337242__adrilahan__distant-three-round-burst_uid-6au8kr,val
350264__randomx45__gunshot_uid-k88htu,val
370304__morganpurkis__single-gunshot-2_uid-b0dd83,val
384689__dobroide__20170318gunshotparadiso_uid-49aegw,val
384689__dobroide__20170318gunshotparadiso_uid-kwsehz,val
384689__dobroide__20170318gunshotparadiso_uid-pjl13d,val
385811__morganpurkis__single-pistol-gunshot-3_uid-ndpa6x,val
391847__morganpurkis__single-gunshot-54_uid-ihrkae,val
402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-garl1l,val
405132__fstagi__gunshots_uid-xcyi0z,val
518181__bolkmar__fx-gunshot_uid-86m5v6,val
518181__bolkmar__fx-gunshot_uid-r0n83p,val
519623__nathanchurchyard__gunshots_uid-221io5,val
519623__nathanchurchyard__gunshots_uid-68l6r4,val
519623__nathanchurchyard__gunshots_uid-dx8n5j,val
683312__pnmcarrierailfan__pistol-gunshot-mix-weapons_uid-ouj634,val
Amusement_Park Ambiance -SoundBible_uid-2t9w3e,val
Amusement_Park Ambiance -SoundBible_uid-l24o63,val
Amusement_Park Ambiance -SoundBible_uid-xga4ah,val
Background_Noise-SoundBible_uid-grm3tj,val
Background_Noise-SoundBible_uid-m7qaag,val
Bi_Polar_Uncle-ScanMan-1810098860_uid-acr1ir,val
Bi_Polar_Uncle-ScanMan-1810098860_uid-b8uks2,val
Bi_Polar_Uncle-ScanMan-1810098860_uid-o3irva,val
City_Ambiance-SoundBible_uid-5xpbpm,val
City_Ambiance-SoundBible_uid-tjysm2,val
Classroom_Ambiance-SoundBible_uid-1yjnrb,val
Classroom_Ambiance-SoundBible_uid-3ajatf,val
Classroom_Ambiance-SoundBible_uid-612bhd,val
Classroom_Ambiance-SoundBible_uid-xdl758,val
Close_Vault_Or_Jail_Door-SoundBible_uid-ioohwy,val
Dog_Barking-SoundBible_uid-3uyzqt,val
Dogs_Barking-SoundBible_uid-2ug0pz,val
Dogs_Barking-SoundBible_uid-360xo6,val
Dogs_Barking-SoundBible_uid-dyx0yh,val
Dogs_Barking-SoundBible_uid-juqhjz,val
Dogs_Barking-SoundBible_uid-jwxi8x,val
Dogs_Barking-SoundBible_uid-og7e1q,val
Dogs_Barking-SoundBible_uid-xh8zjx,val
Doorbell-SoundBible_uid-82zlon,val
End_of_Game-Mike_Koenig-617089079_uid-tow618,val
Engine_Inside_Car-SoundBible_uid-7ugvm0,val
Engine_Inside_Car-SoundBible_uid-kphaeb,val
Fast_Heel_Walk-Kyanna_Johnson-1646343608_uid-9pwmgu,val
Female_Scream-SoundBible_uid-o7148x,val
Japanese_Temple Bell Small-SoundBible_uid-3fhudh,val
Large_Door_Slam-SoundBible_uid-jt0rph,val
Large_Door_Slam-SoundBible_uid-vtytt2,val
Little_Girl_Talking-Mike_Koenig-782373463_uid-j15zel,val
Little_Girl_Talking-Mike_Koenig-782373463_uid-zkco2a,val
Mother_In_Law-SoundBible_uid-ldj5n1,val
Mother_In_Law-SoundBible_uid-r2q9l6,val
Motorcycle_Engine-SoundBible_uid-532kor,val
Motorcycle_Engine-SoundBible_uid-nj61gd,val
Old_Door_Creaking-SoundBible_uid-0cxhr5,val
Old_Door_Creaking-SoundBible_uid-e16ryq,val
Old_Door_Creaking-SoundBible_uid-f2vs74,val
Old_Door_Creaking-SoundBible_uid-ltu6v6,val
Old_Door_Creaking-SoundBible_uid-ugdlcw,val
People_Screaming-SoundBible_uid-3uupv3,val
Police_Siren-SoundBible_uid-5des6p,val
Psycho_Scream-SoundBible_uid-4qhwlo,val
Public_Transit_Bus-SoundBible_uid-3i5t22,val
Public_Transit_Bus-SoundBible_uid-8f576m,val
Public_Transit_Bus-SoundBible_uid-mysutj,val
Puppy_Dog Barking-SoundBible_uid-0qy0mv,val
Puppy_Dog Barking-SoundBible_uid-hwenxp,val
Race_Car Idle-SoundBible_uid-bjwy2y,val
Random_Son_Talk-SoundBible_uid-1ym4hc,val
Random_Son_Talk-SoundBible_uid-zdgyqp,val
Restaurant Walla Track-SoundBible_uid-e11kg8,val
Restaurant Walla Track-SoundBible_uid-kjeqfn,val
Restaurant Walla Track-SoundBible_uid-rk74im,val
Restaurant_Ambiance -SoundBible_uid-bdjnou,val
Scary_Scream-SoundBible_uid-wvjpdl,val
School_Fire_Alarm-Cullen_Card-202875844_uid-d7y47w,val
School_Fire_Alarm-Cullen_Card-202875844_uid-rfkm7v,val
Shift_Gears-SoundBible_uid-i8bv3a,val
Ship_Brass_Bell-Mike_Koenig-1458750630_uid-l1olrt,val
Ship_Brass_Bell-Mike_Koenig-1458750630_uid-pkj31k,val
Shopping_Mall Ambiance-SoundBible_uid-uejo76,val
Siren_SoundBible_uid-6dwgja,val
Slam_Fork_Down-SoundBible_uid-avr992,val
Sleigh_Bells_Ringing-SoundBible_uid-abi0jn,val
Soldiers_Marching-SoundBible_uid-12z64t,val
Soldiers_Marching-SoundBible_uid-lzd3fh,val
Soldiers_Marching-SoundBible_uid-rzmitu,val
Sports_Bar Patrons Loud-SoundBible_uid-0qx8ca,val
Steam_Engine-John-1826274710_uid-9hoh52,val
Temple_Bell_SoundBible_uid-86lbp7,val
Ting_Popup_Pixels-349896185_uid-gndmnx,val
Tornado_Siren_II-Delilah-747233690_uid-k23l64,val
Tornado_Siren_SoundBible_uid-g7d17q,val
Walking-SoundBible_uid-1zy41w,val
Walking-SoundBible_uid-jon8e1,val
Walking_Away-SoundBible_uid-42umdt,val
Walking_Away-SoundBible_uid-jy6tib,val
Walking_In_Snow-SoundBible_uid-21gueq,val
Walking_On_Gravel-SoundBible_uid-d8gtuv,val
Winston_Churchill Nazi Speech-SoundBible_uid-er6dw9,val
Winston_Churchill Nazi Speech-SoundBible_uid-no7qj6,val
Winston_Churchill Nazi Speech-SoundBible_uid-o4v9k7,val
Winston_Churchill Nazi Speech-SoundBible_uid-rwukdv,val
Winston_Churchill Nazi Speech-SoundBible_uid-y0ded0,val
Woman_Screaming 2-SoundBible_uid-topncu,val
ambience_casino-stephan_schutze-1391090820_uid-5nmnl0,val
church_chime-daniel_simon (1)_uid-l2d890,val
doberman_pincher_daniel-simion (1)_uid-bpb79l,val
doberman_pincher_daniel-simion_uid-s3o71k,val
german_shephard-daniel_simon (1)_uid-v1bq42,val
german_shephard-daniel_simon_uid-6ciyoq,val
german_shephard-daniel_simon_uid-dcly7h,val
hard_shoes_1-daniel_simon_uid-5m2o95,val
hard_shoes_1-daniel_simon_uid-xib2zr,val
harley_davidson-daniel_simon_uid-3gnkx0,val
labrador_barking-daniel_simon_uid-9llf9n,val
labrador_barking-daniel_simon_uid-gakl2j,val
labrador_barking-daniel_simon_uid-glq00f,val
labrador_barking-daniel_simon_uid-rzhtt2,val
muscle_car-daniel_simon (1)_uid-aqjdz8,val
muscle_car-daniel_simon (1)_uid-vli16l,val
muscle_car-daniel_simon_uid-cnf4ve,val
old_car-engine_daniel_simion_uid-hhzuzk,val
railroad_crossing_bell-Brylon_Terry-1551570865 (1)_uid-grcip2,val
railroad_crossing_bell-Brylon_Terry-1551570865 (1)_uid-n15yft,val
railroad_crossing_bell-Brylon_Terry-1551570865_uid-iun6ns,val
241008_1_uid-qnzl7l,val
241008_2_uid-4eh60n,val
241008_3_uid-07zosk,val
241008_3_uid-ejl586,val
241008_3_uid-qd641c,val
241008_5_uid-3jf45b,val
241009_4_uid-7trnsb,val
