recording_id,original_id,filename,audio_path,label,class_id,split,source_library,source_label,samplerate,channels,date,guntype,caliber,distance,angle,suppressor,window_size,impulse_position
402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-ieochv,ieochv,402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-ieochv.wav,audio/402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-ieochv.wav,other_gunshot,0,train,gunshots_nonDana.parquet,,44100,1,2026-04-11,,,,,,30000,10
402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-n6db0o,n6db0o,402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-n6db0o.wav,audio/402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-n6db0o.wav,other_gunshot,0,train,gunshots_nonDana.parquet,,44100,1,2026-04-11,,,,,,30000,10
402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-qwmyny,qwmyny,402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-qwmyny.wav,audio/402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-qwmyny.wav,other_gunshot,0,train,gunshots_nonDana.parquet,,44100,1,2026-04-11,,,,,,30000,10
402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-ria7cw,ria7cw,402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-ria7cw.wav,audio/402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-ria7cw.wav,other_gunshot,0,train,gunshots_nonDana.parquet,,44100,1,2026-04-11,,,,,,30000,10
402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-t420qo,t420qo,402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-t420qo.wav,audio/402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-t420qo.wav,other_gunshot,0,train,gunshots_nonDana.parquet,,44100,1,2026-04-11,,,,,,30000,10
402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-t4sna7,t4sna7,402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-t4sna7.wav,audio/402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-t4sna7.wav,other_gunshot,0,train,gunshots_nonDana.parquet,,44100,1,2026-04-11,,,,,,30000,10
402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-virgye,virgye,402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-virgye.wav,audio/402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-virgye.wav,other_gunshot,0,train,gunshots_nonDana.parquet,,44100,1,2026-04-11,,,,,,30000,10
402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-wim8gs,wim8gs,402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-wim8gs.wav,audio/402791__acidsnowflake__ak47-and-various-other-gunshots-at-indoor-shooting-range_uid-wim8gs.wav,other_gunshot,0,train,gunshots_nonDana.parquet,,44100,1,2026-04-11,,,,,,30000,10
404816__straget__gunshot_uid-1lffgk,1lffgk,404816__straget__gunshot_uid-1lffgk.wav,audio/404816__straget__gunshot_uid-1lffgk.wav,other_gunshot,0,train,gunshots_nonDana.parquet,,48000,1,2026-04-11,,,,,,30000,10
405132__fstagi__gunshots_uid-ux8qa6,ux8qa6,405132__fstagi__gunshots_uid-ux8qa6.wav,audio/405132__fstagi__gunshots_uid-ux8qa6.wav,other_gunshot,0,train,gunshots_nonDana.parquet,,44100,1,2026-04-11,,,,,,30000,10
405132__fstagi__gunshots_uid-xyilvk,xyilvk,405132__fstagi__gunshots_uid-xyilvk.wav,audio/405132__fstagi__gunshots_uid-xyilvk.wav,other_gunshot,0,train,gunshots_nonDana.parquet,,44100,1,2026-04-11,,,,,,30000,10
516684__supreme1197__gunshot_uid-wvvzr7,wvvzr7,516684__supreme1197__gunshot_uid-wvvzr7.wav,audio/516684__supreme1197__gunshot_uid-wvvzr7.wav,other_gunshot,0,train,gunshots_nonDana.parquet,,44100,1,2026-04-11,,,,,,30000,10
518181__bolkmar__fx-gunshot_uid-4ei81r,4ei81r,518181__bolkmar__fx-gunshot_uid-4ei81r.wav,audio/518181__bolkmar__fx-gunshot_uid-4ei81r.wav,other_gunshot,0,train,gunshots_nonDana.parquet,,48000,1,2026-04-11,,,,,,30000,10
518181__bolkmar__fx-gunshot_uid-86m5v6,86m5v6,518181__bolkmar__fx-gunshot_uid-86m5v6.wav,audio/518181__bolkmar__fx-gunshot_uid-86m5v6.wav,other_gunshot,0,train,gunshots_nonDana.parquet,,48000,1,2026-04-11,,,,,,30000,10
518181__bolkmar__fx-gunshot_uid-bhz6v7,bhz6v7,518181__bolkmar__fx-gunshot_uid-bhz6v7.wav,audio/518181__bolkmar__fx-gunshot_uid-bhz6v7.wav,other_gunshot,0,train,gunshots_nonDana.parquet,,48000,1,2026-04-11,,,,,,30000,10
518181__bolkmar__fx-gunshot_uid-fzl4r4,fzl4r4,518181__bolkmar__fx-gunshot_uid-fzl4r4.wav,audio/518181__bolkmar__fx-gunshot_uid-fzl4r4.wav,other_gunshot,0,train,gunshots_nonDana.parquet,,48000,1,2026-04-11,,,,,,30000,10
518181__bolkmar__fx-gunshot_uid-mndnub,mndnub,518181__bolkmar__fx-gunshot_uid-mndnub.wav,audio/518181__bolkmar__fx-gunshot_uid-mndnub.wav,other_gunshot,0,train,gunshots_nonDana.parquet,,48000,1,2026-04-11,,,,,,30000,10
518181__bolkmar__fx-gunshot_uid-r0n83p,r0n83p,518181__bolkmar__fx-gunshot_uid-r0n83p.wav,audio/518181__bolkmar__fx-gunshot_uid-r0n83p.wav,other_gunshot,0,train,gunshots_nonDana.parquet,,48000,1,2026-04-11,,,,,,30000,10
519623__nathanchurchyard__gunshots_uid-04snto,04snto,519623__nathanchurchyard__gunshots_uid-04snto.wav,audio/519623__nathanchurchyard__gunshots_uid-04snto.wav,other_gunshot,0,train,gunshots_nonDana.parquet,,44100,1,2026-04-11,,,,,,30000,10
519623__nathanchurchyard__gunshots_uid-0vbgff,0vbgff,519623__nathanchurchyard__gunshots_uid-0vbgff.wav,audio/519623__nathanchurchyard__gunshots_uid-0vbgff.wav,other_gunshot,0,train,gunshots_nonDana.parquet,,44100,1,2026-04-11,,,,,,30000,10
519623__nathanchurchyard__gunshots_uid-221io5,221io5,519623__nathanchurchyard__gunshots_uid-221io5.wav,audio/519623__nathanchurchyard__gunshots_uid-221io5.wav,other_gunshot,0,train,gunshots_nonDana.parquet,,44100,1,2026-04-11,,,,,,30000,10
519623__nathanchurchyard__gunshots_uid-5qaogm,5qaogm,519623__nathanchurchyard__gunshots_uid-5qaogm.wav,audio/519623__nathanchurchyard__gunshots_uid-5qaogm.wav,other_gunshot,0,train,gunshots_nonDana.parquet,,44100,1,2026-04-11,,,,,,30000,10
519623__nathanchurchyard__gunshots_uid-68l6r4,68l6r4,519623__nathanchurchyard__gunshots_uid-68l6r4.wav,audio/519623__nathanchurchyard__gunshots_uid-68l6r4.wav,other_gunshot,0,train,gunshots_nonDana.parquet,,44100,1,2026-04-11,,,,,,30000,10
519623__nathanchurchyard__gunshots_uid-dx8n5j,dx8n5j,519623__nathanchurchyard__gunshots_uid-dx8n5j.wav,audio/519623__nathanchurchyard__gunshots_uid-dx8n5j.wav,other_gunshot,0,train,gunshots_nonDana.parquet,,44100,1,2026-04-11,,,,,,30000,10
519623__nathanchurchyard__gunshots_uid-guol0j,guol0j,519623__nathanchurchyard__gunshots_uid-guol0j.wav,audio/519623__nathanchurchyard__gunshots_uid-guol0j.wav,other_gunshot,0,train,gunshots_nonDana.parquet,,44100,1,2026-04-11,,,,,,30000,10
519623__nathanchurchyard__gunshots_uid-hkereq,hkereq,519623__nathanchurchyard__gunshots_uid-hkereq.wav,audio/519623__nathanchurchyard__gunshots_uid-hkereq.wav,other_gunshot,0,train,gunshots_nonDana.parquet,,44100,1,2026-04-11,,,,,,30000,10
519623__nathanchurchyard__gunshots_uid-jyaue7,jyaue7,519623__nathanchurchyard__gunshots_uid-jyaue7.wav,audio/519623__nathanchurchyard__gunshots_uid-jyaue7.wav,other_gunshot,0,train,gunshots_nonDana.parquet,,44100,1,2026-04-11,,,,,,30000,10
519623__nathanchurchyard__gunshots_uid-m3daea,m3daea,519623__nathanchurchyard__gunshots_uid-m3daea.wav,audio/519623__nathanchurchyard__gunshots_uid-m3daea.wav,other_gunshot,0,train,gunshots_nonDana.parquet,,44100,1,2026-04-11,,,,,,30000,10
519623__nathanchurchyard__gunshots_uid-ro3jyx,ro3jyx,519623__nathanchurchyard__gunshots_uid-ro3jyx.wav,audio/519623__nathanchurchyard__gunshots_uid-ro3jyx.wav,other_gunshot,0,train,gunshots_nonDana.parquet,,44100,1,2026-04-11,,,,,,30000,10
519623__nathanchurchyard__gunshots_uid-voqt7j,voqt7j,519623__nathanchurchyard__gunshots_uid-voqt7j.wav,audio/519623__nathanchurchyard__gunshots_uid-voqt7j.wav,other_gunshot,0,train,gunshots_nonDana.parquet,,44100,1,2026-04-11,,,,,,30000,10
519623__nathanchurchyard__gunshots_uid-x2v9jo,x2v9jo,519623__nathanchurchyard__gunshots_uid-x2v9jo.wav,audio/519623__nathanchurchyard__gunshots_uid-x2v9jo.wav,other_gunshot,0,train,gunshots_nonDana.parquet,,44100,1,2026-04-11,,,,,,30000,10
683312__pnmcarrierailfan__pistol-gunshot-mix-weapons_uid-7iyru8,7iyru8,683312__pnmcarrierailfan__pistol-gunshot-mix-weapons_uid-7iyru8.wav,audio/683312__pnmcarrierailfan__pistol-gunshot-mix-weapons_uid-7iyru8.wav,other_gunshot,0,train,gunshots_nonDana.parquet,,44100,1,2026-04-11,,,,,,30000,10
683312__pnmcarrierailfan__pistol-gunshot-mix-weapons_uid-lujshy,lujshy,683312__pnmcarrierailfan__pistol-gunshot-mix-weapons_uid-lujshy.wav,audio/683312__pnmcarrierailfan__pistol-gunshot-mix-weapons_uid-lujshy.wav,other_gunshot,0,train,gunshots_nonDana.parquet,,44100,1,2026-04-11,,,,,,30000,10
683312__pnmcarrierailfan__pistol-gunshot-mix-weapons_uid-ouj634,ouj634,683312__pnmcarrierailfan__pistol-gunshot-mix-weapons_uid-ouj634.wav,audio/683312__pnmcarrierailfan__pistol-gunshot-mix-weapons_uid-ouj634.wav,other_gunshot,0,train,gunshots_nonDana.parquet,,44100,1,2026-04-11,,,,,,30000,10
683312__pnmcarrierailfan__pistol-gunshot-mix-weapons_uid-qw3gyl,qw3gyl,683312__pnmcarrierailfan__pistol-gunshot-mix-weapons_uid-qw3gyl.wav,audio/683312__pnmcarrierailfan__pistol-gunshot-mix-weapons_uid-qw3gyl.wav,other_gunshot,0,train,gunshots_nonDana.parquet,,44100,1,2026-04-11,,,,,,30000,10
686351__rangerrich68__gunshot_uid-lpnv47,lpnv47,686351__rangerrich68__gunshot_uid-lpnv47.wav,audio/686351__rangerrich68__gunshot_uid-lpnv47.wav,other_gunshot,0,train,gunshots_nonDana.parquet,,44100,1,2026-04-11,,,,,,30000,10
Amusement_Park Ambiance -SoundBible_uid-1rnz3c,1rnz3c,Amusement_Park Ambiance -SoundBible_uid-1rnz3c.wav,audio/Amusement_Park Ambiance -SoundBible_uid-1rnz3c.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Amusement_Park Ambiance -SoundBible_uid-xga4ah,xga4ah,Amusement_Park Ambiance -SoundBible_uid-xga4ah.wav,audio/Amusement_Park Ambiance -SoundBible_uid-xga4ah.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Baby_Girl_Speaking-SoundBible_uid-lfp0pl,lfp0pl,Baby_Girl_Speaking-SoundBible_uid-lfp0pl.wav,audio/Baby_Girl_Speaking-SoundBible_uid-lfp0pl.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Baby_Talk-SoundBible_uid-5isz0s,5isz0s,Baby_Talk-SoundBible_uid-5isz0s.wav,audio/Baby_Talk-SoundBible_uid-5isz0s.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Baby_Talk-SoundBible_uid-tlhzgq,tlhzgq,Baby_Talk-SoundBible_uid-tlhzgq.wav,audio/Baby_Talk-SoundBible_uid-tlhzgq.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Baby_Talk_2-SoundBible_uid-igfidk,igfidk,Baby_Talk_2-SoundBible_uid-igfidk.wav,audio/Baby_Talk_2-SoundBible_uid-igfidk.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Baby_Talk_2-SoundBible_uid-th40ni,th40ni,Baby_Talk_2-SoundBible_uid-th40ni.wav,audio/Baby_Talk_2-SoundBible_uid-th40ni.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Baby_Talk_30 Sec-SoundBible_uid-8snvch,8snvch,Baby_Talk_30 Sec-SoundBible_uid-8snvch.wav,audio/Baby_Talk_30 Sec-SoundBible_uid-8snvch.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Baby_Talk_30 Sec-SoundBible_uid-cszg60,cszg60,Baby_Talk_30 Sec-SoundBible_uid-cszg60.wav,audio/Baby_Talk_30 Sec-SoundBible_uid-cszg60.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Baby_Talk_30 Sec-SoundBible_uid-nt49fb,nt49fb,Baby_Talk_30 Sec-SoundBible_uid-nt49fb.wav,audio/Baby_Talk_30 Sec-SoundBible_uid-nt49fb.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Background_Noise-SoundBible_uid-9tt4fj,9tt4fj,Background_Noise-SoundBible_uid-9tt4fj.wav,audio/Background_Noise-SoundBible_uid-9tt4fj.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Background_Noise-SoundBible_uid-c2rszc,c2rszc,Background_Noise-SoundBible_uid-c2rszc.wav,audio/Background_Noise-SoundBible_uid-c2rszc.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Background_Noise-SoundBible_uid-grm3tj,grm3tj,Background_Noise-SoundBible_uid-grm3tj.wav,audio/Background_Noise-SoundBible_uid-grm3tj.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Bi_Polar_Uncle-ScanMan-1810098860_uid-4x1yuf,4x1yuf,Bi_Polar_Uncle-ScanMan-1810098860_uid-4x1yuf.wav,audio/Bi_Polar_Uncle-ScanMan-1810098860_uid-4x1yuf.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Bi_Polar_Uncle-ScanMan-1810098860_uid-7qv96e,7qv96e,Bi_Polar_Uncle-ScanMan-1810098860_uid-7qv96e.wav,audio/Bi_Polar_Uncle-ScanMan-1810098860_uid-7qv96e.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Bi_Polar_Uncle-ScanMan-1810098860_uid-acr1ir,acr1ir,Bi_Polar_Uncle-ScanMan-1810098860_uid-acr1ir.wav,audio/Bi_Polar_Uncle-ScanMan-1810098860_uid-acr1ir.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Bi_Polar_Uncle-ScanMan-1810098860_uid-app2oh,app2oh,Bi_Polar_Uncle-ScanMan-1810098860_uid-app2oh.wav,audio/Bi_Polar_Uncle-ScanMan-1810098860_uid-app2oh.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Bi_Polar_Uncle-ScanMan-1810098860_uid-iqacxf,iqacxf,Bi_Polar_Uncle-ScanMan-1810098860_uid-iqacxf.wav,audio/Bi_Polar_Uncle-ScanMan-1810098860_uid-iqacxf.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Bi_Polar_Uncle-ScanMan-1810098860_uid-mj8x2a,mj8x2a,Bi_Polar_Uncle-ScanMan-1810098860_uid-mj8x2a.wav,audio/Bi_Polar_Uncle-ScanMan-1810098860_uid-mj8x2a.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Bi_Polar_Uncle-ScanMan-1810098860_uid-o3irva,o3irva,Bi_Polar_Uncle-ScanMan-1810098860_uid-o3irva.wav,audio/Bi_Polar_Uncle-ScanMan-1810098860_uid-o3irva.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Bi_Polar_Uncle-ScanMan-1810098860_uid-opz6ls,opz6ls,Bi_Polar_Uncle-ScanMan-1810098860_uid-opz6ls.wav,audio/Bi_Polar_Uncle-ScanMan-1810098860_uid-opz6ls.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Bi_Polar_Uncle-ScanMan-1810098860_uid-tl65kg,tl65kg,Bi_Polar_Uncle-ScanMan-1810098860_uid-tl65kg.wav,audio/Bi_Polar_Uncle-ScanMan-1810098860_uid-tl65kg.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Bi_Polar_Uncle-ScanMan-1810098860_uid-zc1ipd,zc1ipd,Bi_Polar_Uncle-ScanMan-1810098860_uid-zc1ipd.wav,audio/Bi_Polar_Uncle-ScanMan-1810098860_uid-zc1ipd.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Big_door_closed-Clemens_F-941522533 (1)_uid-dn5qo5,dn5qo5,Big_door_closed-Clemens_F-941522533 (1)_uid-dn5qo5.wav,audio/Big_door_closed-Clemens_F-941522533 (1)_uid-dn5qo5.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Car Engine Revving-SoundBible_uid-2l6ct5,2l6ct5,Car Engine Revving-SoundBible_uid-2l6ct5.wav,audio/Car Engine Revving-SoundBible_uid-2l6ct5.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Car Engine Revving-SoundBible_uid-4uzfw6,4uzfw6,Car Engine Revving-SoundBible_uid-4uzfw6.wav,audio/Car Engine Revving-SoundBible_uid-4uzfw6.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Car Engine Revving-SoundBible_uid-fyajld,fyajld,Car Engine Revving-SoundBible_uid-fyajld.wav,audio/Car Engine Revving-SoundBible_uid-fyajld.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Car Engine Revving-SoundBible_uid-galjzz,galjzz,Car Engine Revving-SoundBible_uid-galjzz.wav,audio/Car Engine Revving-SoundBible_uid-galjzz.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Car Engine Revving-SoundBible_uid-nbreqs,nbreqs,Car Engine Revving-SoundBible_uid-nbreqs.wav,audio/Car Engine Revving-SoundBible_uid-nbreqs.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Car Engine Revving-SoundBible_uid-pep718,pep718,Car Engine Revving-SoundBible_uid-pep718.wav,audio/Car Engine Revving-SoundBible_uid-pep718.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Car_Door_Close-SoundBible_uid-6bk4y1,6bk4y1,Car_Door_Close-SoundBible_uid-6bk4y1.wav,audio/Car_Door_Close-SoundBible_uid-6bk4y1.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Car_Door_Close-SoundBible_uid-9h2t6o,9h2t6o,Car_Door_Close-SoundBible_uid-9h2t6o.wav,audio/Car_Door_Close-SoundBible_uid-9h2t6o.wav,impulse_noise,0,train,ImpulseEvents.parquet,ImpulseEvents,44100,1,2025-11-09,Car Door,,,,,30000,10
Cellar_Door Slam Shut-SoundBible_uid-6z7omr,6z7omr,Cellar_Door Slam Shut-SoundBible_uid-6z7omr.wav,audio/Cellar_Door Slam Shut-SoundBible_uid-6z7omr.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Child_Scream-SoundBible_uid-bc3l50,bc3l50,Child_Scream-SoundBible_uid-bc3l50.wav,audio/Child_Scream-SoundBible_uid-bc3l50.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Citty_Traffic Ambiance-SoundBible_uid-oqpbd8,oqpbd8,Citty_Traffic Ambiance-SoundBible_uid-oqpbd8.wav,audio/Citty_Traffic Ambiance-SoundBible_uid-oqpbd8.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
City_Ambiance-SoundBible_uid-4yigy2,4yigy2,City_Ambiance-SoundBible_uid-4yigy2.wav,audio/City_Ambiance-SoundBible_uid-4yigy2.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
City_Ambiance-SoundBible_uid-5xpbpm,5xpbpm,City_Ambiance-SoundBible_uid-5xpbpm.wav,audio/City_Ambiance-SoundBible_uid-5xpbpm.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
City_Ambiance-SoundBible_uid-68vh9e,68vh9e,City_Ambiance-SoundBible_uid-68vh9e.wav,audio/City_Ambiance-SoundBible_uid-68vh9e.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
City_Ambiance-SoundBible_uid-7sgond,7sgond,City_Ambiance-SoundBible_uid-7sgond.wav,audio/City_Ambiance-SoundBible_uid-7sgond.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
City_Ambiance-SoundBible_uid-7xt5uu,7xt5uu,City_Ambiance-SoundBible_uid-7xt5uu.wav,audio/City_Ambiance-SoundBible_uid-7xt5uu.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
City_Ambiance-SoundBible_uid-ay65s0,ay65s0,City_Ambiance-SoundBible_uid-ay65s0.wav,audio/City_Ambiance-SoundBible_uid-ay65s0.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
City_Ambiance-SoundBible_uid-dla4u8,dla4u8,City_Ambiance-SoundBible_uid-dla4u8.wav,audio/City_Ambiance-SoundBible_uid-dla4u8.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
City_Ambiance-SoundBible_uid-i7015o,i7015o,City_Ambiance-SoundBible_uid-i7015o.wav,audio/City_Ambiance-SoundBible_uid-i7015o.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
City_Ambiance-SoundBible_uid-i9g0oq,i9g0oq,City_Ambiance-SoundBible_uid-i9g0oq.wav,audio/City_Ambiance-SoundBible_uid-i9g0oq.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
City_Ambiance-SoundBible_uid-rl1vl3,rl1vl3,City_Ambiance-SoundBible_uid-rl1vl3.wav,audio/City_Ambiance-SoundBible_uid-rl1vl3.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
City_Ambiance-SoundBible_uid-s5wbfi,s5wbfi,City_Ambiance-SoundBible_uid-s5wbfi.wav,audio/City_Ambiance-SoundBible_uid-s5wbfi.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
City_Ambiance-SoundBible_uid-tjysm2,tjysm2,City_Ambiance-SoundBible_uid-tjysm2.wav,audio/City_Ambiance-SoundBible_uid-tjysm2.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Classroom_Ambiance-SoundBible_uid-15mvqy,15mvqy,Classroom_Ambiance-SoundBible_uid-15mvqy.wav,audio/Classroom_Ambiance-SoundBible_uid-15mvqy.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Classroom_Ambiance-SoundBible_uid-1yjnrb,1yjnrb,Classroom_Ambiance-SoundBible_uid-1yjnrb.wav,audio/Classroom_Ambiance-SoundBible_uid-1yjnrb.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Classroom_Ambiance-SoundBible_uid-24lp47,24lp47,Classroom_Ambiance-SoundBible_uid-24lp47.wav,audio/Classroom_Ambiance-SoundBible_uid-24lp47.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Classroom_Ambiance-SoundBible_uid-3ajatf,3ajatf,Classroom_Ambiance-SoundBible_uid-3ajatf.wav,audio/Classroom_Ambiance-SoundBible_uid-3ajatf.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Classroom_Ambiance-SoundBible_uid-612bhd,612bhd,Classroom_Ambiance-SoundBible_uid-612bhd.wav,audio/Classroom_Ambiance-SoundBible_uid-612bhd.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Classroom_Ambiance-SoundBible_uid-6auadw,6auadw,Classroom_Ambiance-SoundBible_uid-6auadw.wav,audio/Classroom_Ambiance-SoundBible_uid-6auadw.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Classroom_Ambiance-SoundBible_uid-d5qym1,d5qym1,Classroom_Ambiance-SoundBible_uid-d5qym1.wav,audio/Classroom_Ambiance-SoundBible_uid-d5qym1.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Classroom_Ambiance-SoundBible_uid-d854bp,d854bp,Classroom_Ambiance-SoundBible_uid-d854bp.wav,audio/Classroom_Ambiance-SoundBible_uid-d854bp.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Classroom_Ambiance-SoundBible_uid-ebc6mm,ebc6mm,Classroom_Ambiance-SoundBible_uid-ebc6mm.wav,audio/Classroom_Ambiance-SoundBible_uid-ebc6mm.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
Classroom_Ambiance-SoundBible_uid-fvc0b8,fvc0b8,Classroom_Ambiance-SoundBible_uid-fvc0b8.wav,audio/Classroom_Ambiance-SoundBible_uid-fvc0b8.wav,impulse_noise,0,train,libdata_impulz_2.1.parquet,,44100,1,2026-04-11,,,,,,30000,10
