recording_id,class_id,split3
Restaurant Walla Track-SoundBible_uid-qhfjn5,0,train
Restaurant Walla Track-SoundBible_uid-rk74im,0,train
Restaurant Walla Track-SoundBible_uid-w5x690,0,train
Restaurant_Ambiance -SoundBible_uid-bdjnou,0,train
Restaurant_Ambiance -SoundBible_uid-fmre0f,0,train
Restaurant_Ambiance -SoundBible_uid-k3gzvh,0,train
Restaurant_Ambiance -SoundBible_uid-lgpjkd,0,val
Restaurant_Ambiance -SoundBible_uid-mbsb9z,0,train
Scary_Scream-SoundBible_uid-wvjpdl,0,train
Scary_Scream-SoundBible_uid-yzql8f,0,train
School_Fire_Alarm-Cullen_Card-202875844_uid-d7y47w,0,train
School_Fire_Alarm-Cullen_Card-202875844_uid-f4uoup,0,train
School_Fire_Alarm-Cullen_Card-202875844_uid-gjef9e,0,train
School_Fire_Alarm-Cullen_Card-202875844_uid-lasqeu,0,val
School_Fire_Alarm-Cullen_Card-202875844_uid-rfkm7v,0,test
School_Fire_Alarm-Cullen_Card-202875844_uid-rgrj5b,0,train
School_Fire_Alarm-Cullen_Card-202875844_uid-tahodp,0,val
Shift_Gears-SoundBible_uid-0py99w,0,train
Shift_Gears-SoundBible_uid-26wbsh,0,train
Shift_Gears-SoundBible_uid-60h0ny,0,train
Shift_Gears-SoundBible_uid-658eb2,0,val
Shift_Gears-SoundBible_uid-82bxd2,0,train
Shift_Gears-SoundBible_uid-cvmuj8,0,test
Shift_Gears-SoundBible_uid-eezpvg,0,val
Shift_Gears-SoundBible_uid-fssn70,0,train
Shift_Gears-SoundBible_uid-h7kcri,0,train
Shift_Gears-SoundBible_uid-i8bv3a,0,train
Shift_Gears-SoundBible_uid-vosmy5,0,train
Ship_Bell-Mike_Koenig-1911209136_uid-bc37x2,0,train
Ship_Bell-Mike_Koenig-1911209136_uid-e2z0y7,0,test
Ship_Bell-Mike_Koenig-1911209136_uid-qdaqy8,0,train
Ship_Bell-Mike_Koenig-1911209136_uid-vns4ok,0,train
Ship_Brass_Bell-Mike_Koenig-1458750630_uid-30fytv,0,train
Ship_Brass_Bell-Mike_Koenig-1458750630_uid-7umoka,0,train
Ship_Brass_Bell-Mike_Koenig-1458750630_uid-arscjl,0,train
Ship_Brass_Bell-Mike_Koenig-1458750630_uid-hq1ck8,0,train
Ship_Brass_Bell-Mike_Koenig-1458750630_uid-htec95,0,train
Ship_Brass_Bell-Mike_Koenig-1458750630_uid-j371as,0,train
Ship_Brass_Bell-Mike_Koenig-1458750630_uid-l1olrt,0,train
Ship_Brass_Bell-Mike_Koenig-1458750630_uid-ocdpn4,0,train
Ship_Brass_Bell-Mike_Koenig-1458750630_uid-oksrz0,0,test
Ship_Brass_Bell-Mike_Koenig-1458750630_uid-pkj31k,0,train
Shopping_Mall Ambiance-SoundBible_uid-2tajd3,0,train
Shopping_Mall Ambiance-SoundBible_uid-eyfu5u,0,train
Shopping_Mall Ambiance-SoundBible_uid-fa5yaq,0,test
Shopping_Mall Ambiance-SoundBible_uid-qmgbmp,0,train
Shopping_Mall Ambiance-SoundBible_uid-uejo76,0,train
Shopping_Mall Ambiance-SoundBible_uid-uf9pqe,0,val
Siren_SoundBible_uid-5w44d1,0,train
Siren_SoundBible_uid-6dwgja,0,train
Siren_SoundBible_uid-7gohee,0,train
Siren_SoundBible_uid-8a8erq,0,train
Siren_SoundBible_uid-c9divg,0,train
Siren_SoundBible_uid-evjc8u,0,val
Siren_SoundBible_uid-j46u1a,0,train
Siren_SoundBible_uid-q0gjbt,0,train
Siren_SoundBible_uid-v7fsfu,0,train
Slam_Fork_Down-SoundBible_uid-avr992,0,train
Slam_Fork_Down-SoundBible_uid-ns5cz1,0,train
Sleigh_Bells_Ringing-SoundBible_uid-5lk6yl,0,val
Sleigh_Bells_Ringing-SoundBible_uid-aaawbg,0,val
Sleigh_Bells_Ringing-SoundBible_uid-abi0jn,0,train
Sleigh_Bells_Ringing-SoundBible_uid-bfqkvg,0,train
Sleigh_Bells_Ringing-SoundBible_uid-g3upfg,0,train
Sleigh_Bells_Ringing-SoundBible_uid-i52bxo,0,test
Sleigh_Bells_Ringing-SoundBible_uid-l8tbqi,0,train
Sleigh_Bells_Ringing-SoundBible_uid-ovw0qg,0,train
Sleigh_Bells_Ringing-SoundBible_uid-p7709t,0,val
Sleigh_Bells_Ringing-SoundBible_uid-qktlev,0,train
Sleigh_Bells_Ringing-SoundBible_uid-r04irn,0,val
Sleigh_Bells_Ringing-SoundBible_uid-rgog25,0,train
Sleigh_Bells_Ringing-SoundBible_uid-xjtewi,0,test
Soldiers_Marching-SoundBible_uid-0eax5q,0,test
Soldiers_Marching-SoundBible_uid-12z64t,0,val
Soldiers_Marching-SoundBible_uid-1x466i,0,train
Soldiers_Marching-SoundBible_uid-2cu62i,0,val
Soldiers_Marching-SoundBible_uid-4m3auc,0,test
Soldiers_Marching-SoundBible_uid-51ygbj,0,test
Soldiers_Marching-SoundBible_uid-5xkxw1,0,test
Soldiers_Marching-SoundBible_uid-8k67jd,0,val
Soldiers_Marching-SoundBible_uid-ab2cyl,0,train
Soldiers_Marching-SoundBible_uid-bqrx9i,0,test
Soldiers_Marching-SoundBible_uid-dnmjvo,0,train
Soldiers_Marching-SoundBible_uid-h3weqb,0,train
Soldiers_Marching-SoundBible_uid-l0p0eu,0,train
Soldiers_Marching-SoundBible_uid-lzd3fh,0,val
Soldiers_Marching-SoundBible_uid-m3vjjg,0,train
Soldiers_Marching-SoundBible_uid-opjr6u,0,train
Soldiers_Marching-SoundBible_uid-pwkjgw,0,train
Soldiers_Marching-SoundBible_uid-qjhu5w,0,val
Soldiers_Marching-SoundBible_uid-qrqs0t,0,train
Soldiers_Marching-SoundBible_uid-rzmitu,0,train
Soldiers_Marching-SoundBible_uid-t5bgmq,0,train
Soldiers_Marching-SoundBible_uid-uoo654,0,train
Soldiers_Marching-SoundBible_uid-w44qsg,0,val
Soldiers_Marching-SoundBible_uid-yq65as,0,train
Sports_Bar Patrons Loud-SoundBible_uid-0qx8ca,0,test
Sports_Bar Patrons Loud-SoundBible_uid-6p2s3s,0,train
Sports_Bar Patrons Loud-SoundBible_uid-911pcl,0,train
Steam_Engine-John-1826274710_uid-1hznao,0,test
Steam_Engine-John-1826274710_uid-9hoh52,0,train
Steam_Engine-John-1826274710_uid-9qykmv,0,test
Steam_Engine-John-1826274710_uid-o2z5o3,0,train
Steam_Engine-John-1826274710_uid-pe5dcl,0,test
Steam_Engine-John-1826274710_uid-ys8boz,0,train
Swimming_Pool Ambiance-SoundBible_uid-7sg0cz,0,val
Swimming_Pool Ambiance-SoundBible_uid-qgl4q6,0,train
Swimming_Pool Ambiance-SoundBible_uid-s4lq2v,0,train
Swimming_Pool Ambiance-SoundBible_uid-thd1td,0,test
Swimming_Pool Ambiance-SoundBible_uid-veffax,0,train
Swimming_Pool Ambiance-SoundBible_uid-zihv6a,0,train
Temple_Bell Huge-SoundBible_uid-plrytw,0,val
Temple_Bell Huge-SoundBible_uid-torzt8,0,train
Temple_Bell Huge-SoundBible_uid-vwd9pv,0,test
Temple_Bell_SoundBible_uid-86lbp7,0,train
Temple_Bell_SoundBible_uid-lnyqkj,0,train
Temple_Bell_SoundBible_uid-zeibnp,0,train
Ting_Popup_Pixels-349896185_uid-gndmnx,0,train
Ting_Popup_Pixels-349896185_uid-zubyh5,0,train
Tornado_Siren_II-Delilah-747233690_uid-3pzksl,0,train
Tornado_Siren_II-Delilah-747233690_uid-9imkus,0,test
Tornado_Siren_II-Delilah-747233690_uid-k23l64,0,test
Tornado_Siren_II-Delilah-747233690_uid-yu5cjs,0,test
Tornado_Siren_SoundBible_uid-6dnh9z,0,test
Tornado_Siren_SoundBible_uid-a80mf0,0,train
Tornado_Siren_SoundBible_uid-bf9wu7,0,val
Tornado_Siren_SoundBible_uid-g7d17q,0,test
Tornado_Siren_SoundBible_uid-m79scl,0,train
Tornado_Siren_SoundBible_uid-skz6k0,0,train
Two_Tone_Doorbell-SoundBible_uid-fcvwc3,0,train
Two_Tone_Doorbell-SoundBible_uid-j06pgn,0,train
Two_Tone_Doorbell-SoundBible_uid-qb31if,0,train
Walking-SoundBible_uid-1zy41w,0,train
Walking-SoundBible_uid-2e4rgy,0,train
Walking-SoundBible_uid-5x1rlw,0,val
Walking-SoundBible_uid-62j3do,0,test
Walking-SoundBible_uid-i5mmd8,0,train
Walking-SoundBible_uid-jon8e1,0,train
Walking-SoundBible_uid-jzho8s,0,train
Walking-SoundBible_uid-s5fn6f,0,train
Walking-SoundBible_uid-t2jbe2,0,train
Walking-SoundBible_uid-vk5lgr,0,train
Walking_Away-SoundBible_uid-003e5q,0,train
Walking_Away-SoundBible_uid-42umdt,0,train
Walking_Away-SoundBible_uid-4k4a4k,0,train
Walking_Away-SoundBible_uid-6u9e73,0,train
Walking_Away-SoundBible_uid-jy6tib,0,train
Walking_Away-SoundBible_uid-xmyrab,0,train
Walking_In_Snow-SoundBible_uid-21gueq,0,train
Walking_In_Snow-SoundBible_uid-2l1rzt,0,train
Walking_In_Snow-SoundBible_uid-41xzm1,0,train
Walking_In_Snow-SoundBible_uid-heh8am,0,train
Walking_In_Snow-SoundBible_uid-hoifci,0,test
Walking_In_Snow-SoundBible_uid-qt9lwg,0,train
Walking_In_Snow-SoundBible_uid-uorhbj,0,train
Walking_In_Snow-SoundBible_uid-zeh37h,0,val
Walking_On_Gravel-SoundBible_uid-7ajmna,0,val
Walking_On_Gravel-SoundBible_uid-7duozg,0,test
Walking_On_Gravel-SoundBible_uid-8jmvir,0,train
Walking_On_Gravel-SoundBible_uid-d8gtuv,0,train
Walking_On_Gravel-SoundBible_uid-eqtihd,0,val
Walking_On_Gravel-SoundBible_uid-fi611q,0,test
Walking_On_Gravel-SoundBible_uid-jhzvu7,0,test
Walking_On_Gravel-SoundBible_uid-m6gl7j,0,val
Walking_On_Gravel-SoundBible_uid-mjwkl5,0,val
Walking_On_Gravel-SoundBible_uid-n3401t,0,val
Walking_On_Gravel-SoundBible_uid-n611en,0,train
Walking_On_Gravel-SoundBible_uid-nig1hm,0,train
Walking_On_Gravel-SoundBible_uid-qlbvo1,0,train
Walking_On_Gravel-SoundBible_uid-sx1vdx,0,train
Walking_On_Gravel-SoundBible_uid-w2j0aq,0,val
Walking_On_Gravel_Bed-SoundBible_uid-5ihbve,0,train
Walking_On_Gravel_Bed-SoundBible_uid-6dat0n,0,train
Walking_On_Gravel_Bed-SoundBible_uid-6mi8l5,0,train
Walking_On_Gravel_Bed-SoundBible_uid-9x8ddo,0,train
Walking_On_Gravel_Bed-SoundBible_uid-bf5jts,0,val
Walking_On_Gravel_Bed-SoundBible_uid-kbu30i,0,train
Walking_On_Gravel_Bed-SoundBible_uid-rtx99m,0,train
Warning_Siren-SoundBible_uid-2u4g3n,0,val
Warning_Siren-SoundBible_uid-6grhp2,0,val
Warning_Siren-SoundBible_uid-dftrca,0,val
Warning_Siren-SoundBible_uid-fozzqu,0,train
Warning_Siren-SoundBible_uid-hoaz92,0,train
Winston_Churchill Nazi Speech-SoundBible_uid-0cmuel,0,train
Winston_Churchill Nazi Speech-SoundBible_uid-2unyd8,0,test
Winston_Churchill Nazi Speech-SoundBible_uid-4s48dc,0,train
Winston_Churchill Nazi Speech-SoundBible_uid-5pcc4v,0,train
Winston_Churchill Nazi Speech-SoundBible_uid-761zdn,0,test
Winston_Churchill Nazi Speech-SoundBible_uid-7bmxdz,0,train
Winston_Churchill Nazi Speech-SoundBible_uid-al7l64,0,train
Winston_Churchill Nazi Speech-SoundBible_uid-bxnadm,0,val
Winston_Churchill Nazi Speech-SoundBible_uid-dmwah1,0,train
Winston_Churchill Nazi Speech-SoundBible_uid-eqo07l,0,train
Winston_Churchill Nazi Speech-SoundBible_uid-er6dw9,0,train
Winston_Churchill Nazi Speech-SoundBible_uid-g4x51s,0,test
Winston_Churchill Nazi Speech-SoundBible_uid-iy3w2f,0,train
Winston_Churchill Nazi Speech-SoundBible_uid-jp39dv,0,test
Winston_Churchill Nazi Speech-SoundBible_uid-kltsbd,0,val
Winston_Churchill Nazi Speech-SoundBible_uid-kyjgqj,0,train
Winston_Churchill Nazi Speech-SoundBible_uid-lbzijr,0,val
Winston_Churchill Nazi Speech-SoundBible_uid-no7qj6,0,val
Winston_Churchill Nazi Speech-SoundBible_uid-o4v9k7,0,train
Winston_Churchill Nazi Speech-SoundBible_uid-pad9ga,0,train
Winston_Churchill Nazi Speech-SoundBible_uid-rtjtl9,0,train
Winston_Churchill Nazi Speech-SoundBible_uid-rwukdv,0,test
Winston_Churchill Nazi Speech-SoundBible_uid-tt9xln,0,train
Winston_Churchill Nazi Speech-SoundBible_uid-uo32ie,0,train
Winston_Churchill Nazi Speech-SoundBible_uid-y0ded0,0,val
Winston_Churchill Nazi Speech-SoundBible_uid-y5y8mt,0,train
Woman_Screaming 2-SoundBible_uid-c9acqz,0,test
Woman_Screaming 2-SoundBible_uid-fn45oh,0,train
Woman_Screaming 2-SoundBible_uid-topncu,0,train
ambience_casino-stephan_schutze-1391090820_uid-2huic7,0,val
ambience_casino-stephan_schutze-1391090820_uid-4y7nb9,0,train
ambience_casino-stephan_schutze-1391090820_uid-5nmnl0,0,val
ambience_casino-stephan_schutze-1391090820_uid-6jx1mx,0,train
ambience_casino-stephan_schutze-1391090820_uid-aikc3w,0,train
ambience_casino-stephan_schutze-1391090820_uid-c8911a,0,train
ambience_casino-stephan_schutze-1391090820_uid-rn7474,0,val
ambience_casino-stephan_schutze-1391090820_uid-x606pf,0,train
ambience_casino-stephan_schutze-1391090820_uid-x9mttt,0,val
ambience_casino-stephan_schutze-1391090820_uid-yc1rl4,0,train
church_chime-daniel_simon (1)_uid-09rb5t,0,train
church_chime-daniel_simon (1)_uid-9r03mn,0,train
church_chime-daniel_simon (1)_uid-cvxr9s,0,train
church_chime-daniel_simon (1)_uid-l2d890,0,train
church_chime-daniel_simon (1)_uid-mzomav,0,train
church_chime-daniel_simon (1)_uid-scdnqq,0,train
church_chime-daniel_simon (1)_uid-us7n97,0,train
church_chime-daniel_simon (1)_uid-vj35r6,0,train
church_chime-daniel_simon (1)_uid-y1lc3a,0,val
church_chime-daniel_simon (1)_uid-zsrdac,0,test
church_chime-daniel_simon_uid-45onex,0,train
church_chime-daniel_simon_uid-bbyw01,0,test
church_chime-daniel_simon_uid-dp5ksw,0,train
church_chime-daniel_simon_uid-ep1s6l,0,train
church_chime-daniel_simon_uid-j64p72,0,train
church_chime-daniel_simon_uid-ptobjb,0,train
church_chime-daniel_simon_uid-sxzijw,0,test
church_chime-daniel_simon_uid-wpdtaf,0,train
doberman_pincher_daniel-simion (1)_uid-7ys55d,0,val
doberman_pincher_daniel-simion (1)_uid-9cj8a1,0,val
doberman_pincher_daniel-simion (1)_uid-bpb79l,0,train
doberman_pincher_daniel-simion (1)_uid-ugwrn3,0,train
doberman_pincher_daniel-simion_uid-348sts,0,test
doberman_pincher_daniel-simion_uid-4gutjw,0,test
doberman_pincher_daniel-simion_uid-ct6peh,0,train
doberman_pincher_daniel-simion_uid-db2xc6,0,test
doberman_pincher_daniel-simion_uid-m6nbjk,0,test
doberman_pincher_daniel-simion_uid-rd25w7,0,train
doberman_pincher_daniel-simion_uid-s3o71k,0,train
doberman_pincher_daniel-simion_uid-wbtgcd,0,train
front_desk_bells-daniel_simon (1)_uid-w4bybb,0,val
front_desk_bells-daniel_simon (1)_uid-x61vsc,0,train
front_desk_bells-daniel_simon_uid-j1ij5v,0,train
front_desk_bells-daniel_simon_uid-wr4ti3,0,train
german_shephard-daniel_simon (1)_uid-3k0gm6,0,train
german_shephard-daniel_simon (1)_uid-6ujt5j,0,train
german_shephard-daniel_simon (1)_uid-9z02eo,0,train
german_shephard-daniel_simon (1)_uid-cohtrk,0,train
german_shephard-daniel_simon (1)_uid-erwt6n,0,train
german_shephard-daniel_simon (1)_uid-glt0t9,0,train
german_shephard-daniel_simon (1)_uid-j5hf6d,0,train
german_shephard-daniel_simon (1)_uid-kwuogk,0,train
german_shephard-daniel_simon (1)_uid-l7q44i,0,train
german_shephard-daniel_simon (1)_uid-rakjbq,0,train
german_shephard-daniel_simon (1)_uid-slfadc,0,val
german_shephard-daniel_simon (1)_uid-v1bq42,0,train
german_shephard-daniel_simon (1)_uid-x57o4h,0,test
german_shephard-daniel_simon_uid-2radr4,0,val
german_shephard-daniel_simon_uid-35by3o,0,test
german_shephard-daniel_simon_uid-6ciyoq,0,train
german_shephard-daniel_simon_uid-9entpt,0,train
german_shephard-daniel_simon_uid-dcly7h,0,train
german_shephard-daniel_simon_uid-dh4s20,0,val
german_shephard-daniel_simon_uid-f5b9hf,0,train
german_shephard-daniel_simon_uid-ku0s9t,0,train
german_shephard-daniel_simon_uid-l1qc1k,0,train
german_shephard-daniel_simon_uid-m5ql7t,0,train
german_shephard-daniel_simon_uid-pvf0s7,0,val
german_shephard-daniel_simon_uid-ug65v7,0,val
german_shephard-daniel_simon_uid-v3o4ha,0,val
hard_shoes_1-daniel_simon_uid-10x4hj,0,train
hard_shoes_1-daniel_simon_uid-5m2o95,0,val
hard_shoes_1-daniel_simon_uid-63zrp9,0,val
hard_shoes_1-daniel_simon_uid-fnvbmk,0,val
hard_shoes_1-daniel_simon_uid-lqfqp3,0,test
hard_shoes_1-daniel_simon_uid-v2ufy8,0,train
hard_shoes_1-daniel_simon_uid-xib2zr,0,train
harley_davidson-daniel_simon_uid-3gnkx0,0,test
harley_davidson-daniel_simon_uid-5tbvav,0,test
harley_davidson-daniel_simon_uid-rrapxf,0,train
harley_davidson-daniel_simon_uid-u50bl2,0,train
harley_davidson-daniel_simon_uid-z10dl0,0,train
labrador_barking-daniel_simon_uid-12led8,0,train
labrador_barking-daniel_simon_uid-22rq8x,0,train
labrador_barking-daniel_simon_uid-3pf568,0,train
labrador_barking-daniel_simon_uid-5ubsj5,0,train
labrador_barking-daniel_simon_uid-8xft75,0,train
labrador_barking-daniel_simon_uid-9llf9n,0,train
labrador_barking-daniel_simon_uid-cpx5m6,0,test
labrador_barking-daniel_simon_uid-cvf4k1,0,test
labrador_barking-daniel_simon_uid-ejrzab,0,train
labrador_barking-daniel_simon_uid-g9g79x,0,train
labrador_barking-daniel_simon_uid-gakl2j,0,train
labrador_barking-daniel_simon_uid-glq00f,0,train
labrador_barking-daniel_simon_uid-go8h0o,0,train
labrador_barking-daniel_simon_uid-j0e09a,0,test
labrador_barking-daniel_simon_uid-knl4i5,0,train
labrador_barking-daniel_simon_uid-lejrc1,0,train
labrador_barking-daniel_simon_uid-mdlh3t,0,train
labrador_barking-daniel_simon_uid-mrurpr,0,train
labrador_barking-daniel_simon_uid-mwgdoo,0,test
labrador_barking-daniel_simon_uid-p1nd4y,0,test
labrador_barking-daniel_simon_uid-px7218,0,test
labrador_barking-daniel_simon_uid-qqyt0q,0,train
labrador_barking-daniel_simon_uid-rzhtt2,0,train
labrador_barking-daniel_simon_uid-tvn2nw,0,val
muscle_car-daniel_simon (1)_uid-2xug3x,0,train
muscle_car-daniel_simon (1)_uid-5hcw2i,0,train
muscle_car-daniel_simon (1)_uid-aqjdz8,0,train
muscle_car-daniel_simon (1)_uid-hvisfn,0,test
muscle_car-daniel_simon (1)_uid-jfy71h,0,val
muscle_car-daniel_simon (1)_uid-onh7ao,0,train
muscle_car-daniel_simon (1)_uid-qmynaw,0,train
muscle_car-daniel_simon (1)_uid-vli16l,0,train
muscle_car-daniel_simon_uid-cnf4ve,0,train
muscle_car-daniel_simon_uid-cplmio,0,train
muscle_car-daniel_simon_uid-jpcsdl,0,test
old_car-engine_daniel_simion_uid-234dke,0,train
old_car-engine_daniel_simion_uid-2lzarp,0,test
old_car-engine_daniel_simion_uid-2yxmfv,0,train
old_car-engine_daniel_simion_uid-5xyl64,0,test
old_car-engine_daniel_simion_uid-68gbna,0,train
old_car-engine_daniel_simion_uid-8mfyeb,0,test
old_car-engine_daniel_simion_uid-9xmt28,0,test
old_car-engine_daniel_simion_uid-ep1lus,0,train
old_car-engine_daniel_simion_uid-hhzuzk,0,train
old_car-engine_daniel_simion_uid-k3nphi,0,val
old_car-engine_daniel_simion_uid-mraruj,0,train
old_car-engine_daniel_simion_uid-rgmb57,0,train
old_car-engine_daniel_simion_uid-xibx7i,0,train
old_fashioned-door-bell-daniel_simon_uid-1bqwmt,0,test
old_fashioned-door-bell-daniel_simon_uid-3zwbmp,0,train
old_fashioned-door-bell-daniel_simon_uid-78ipsp,0,train
old_fashioned-door-bell-daniel_simon_uid-8q7aiq,0,test
old_fashioned-door-bell-daniel_simon_uid-fj2u4d,0,train
old_fashioned-door-bell-daniel_simon_uid-h7we48,0,train
output1_uid-q4b1fl,1,train
party_crowd-daniel_simon_uid-84vohn,0,train
party_crowd-daniel_simon_uid-8a80c1,0,train
party_crowd-daniel_simon_uid-8pwj7x,0,test
party_crowd-daniel_simon_uid-gld5ul,0,val
party_crowd-daniel_simon_uid-octm7p,0,val
party_crowd-daniel_simon_uid-vroqkp,0,test
party_crowd-daniel_simon_uid-whd4fj,0,train
party_crowd-daniel_simon_uid-zjmqhj,0,val
railroad_crossing_bell-Brylon_Terry-1551570865 (1)_uid-55is8o,0,test
railroad_crossing_bell-Brylon_Terry-1551570865 (1)_uid-6mnkqh,0,test
railroad_crossing_bell-Brylon_Terry-1551570865 (1)_uid-8u71xp,0,train
railroad_crossing_bell-Brylon_Terry-1551570865 (1)_uid-9vd0kq,0,train
railroad_crossing_bell-Brylon_Terry-1551570865 (1)_uid-grcip2,0,train
railroad_crossing_bell-Brylon_Terry-1551570865 (1)_uid-gvtn9w,0,train
railroad_crossing_bell-Brylon_Terry-1551570865 (1)_uid-mi9sxj,0,test
railroad_crossing_bell-Brylon_Terry-1551570865 (1)_uid-n15yft,0,test
railroad_crossing_bell-Brylon_Terry-1551570865 (1)_uid-vxl8al,0,test
railroad_crossing_bell-Brylon_Terry-1551570865 (1)_uid-waev1t,0,test
railroad_crossing_bell-Brylon_Terry-1551570865 (1)_uid-ylhj37,0,train
railroad_crossing_bell-Brylon_Terry-1551570865 (1)_uid-zyz59r,0,test
railroad_crossing_bell-Brylon_Terry-1551570865_uid-ejhzbl,0,test
railroad_crossing_bell-Brylon_Terry-1551570865_uid-fh94qe,0,train
railroad_crossing_bell-Brylon_Terry-1551570865_uid-fk1zwm,0,train
railroad_crossing_bell-Brylon_Terry-1551570865_uid-iun6ns,0,train
railroad_crossing_bell-Brylon_Terry-1551570865_uid-nbm67d,0,train
railroad_crossing_bell-Brylon_Terry-1551570865_uid-po2yqk,0,test
railroad_crossing_bell-Brylon_Terry-1551570865_uid-qprwom,0,val
railroad_crossing_bell-Brylon_Terry-1551570865_uid-zbky8w,0,train
service_bell_daniel_simion_uid-ehss0n,0,train
service_bell_daniel_simion_uid-h9isqd,0,val
tolling_bell_daniel-simion_uid-cyg1sz,0,train
tolling_bell_daniel-simion_uid-cz4xcj,0,train
tolling_bell_daniel-simion_uid-kg3lrg,0,test
tolling_bell_daniel-simion_uid-witt3h,0,test
